also,-0.165290979777,-354.443491605
during,-0.156191537889,-569.294838425
received,-0.155491762453,-1119.5554962
in,-0.155077805637,-34.430135158
wrote,-0.149303046277,-342.528330359
of,-0.149126840501,-16.6035778276
by,-0.145157743053,-87.9401691129
greatest,-0.143687398574,-2367.28434449
throughout,-0.143048476687,-1856.00901547
early,-0.14225895185,-696.975781465
following,-0.141696393599,-930.230182834
described,-0.1399274008,-1567.09245221
active,-0.139492426748,-3204.58102287
public,-0.136280869388,-489.13066674
later,-0.136077380518,-402.743416318
whom,-0.13585338601,-870.910067267
most,-0.135481313778,-339.97167275
provided,-0.135264002224,-1758.82161565
many,-0.133846423071,-320.945964476
according,-0.13234451302,-1269.42661482
established,-0.132215051932,-1695.97129992
influence,-0.130234406295,-1433.8312671
accepted,-0.129854204823,-1726.2817875
among,-0.129132513992,-580.033678602
expressed,-0.128959652591,-1854.82856941
encouraged,-0.128882234375,-4813.22569015
term,-0.128861216157,-2072.64671505
capital,-0.128847637324,-1926.4184351
august,-0.128260055815,-819.736583066
reputation,-0.127642575078,-3039.40627379
which,-0.126411120204,-76.1683094958
receive,-0.126270204084,-3552.45412235
march,-0.125826347009,-621.895832607
may,-0.125716694268,-285.593828292
result,-0.125161765306,-1631.56675496
union,-0.124956555796,-939.279649174
introduced,-0.1249139445,-3627.64668958
service,-0.12477866847,-694.465190914
member,-0.124642349086,-1436.02147176
determined,-0.124443371891,-2341.09647383
opposed,-0.124416853665,-2574.92303258
provide,-0.123781423162,-2505.28952407
principal,-0.123753710987,-3078.94005297
frequent,-0.123666755686,-4770.75736977
similar,-0.123441545647,-1393.85112325
serve,-0.123306894453,-3100.64714117
approved,-0.123232899587,-4399.34638673
personal,-0.122765805546,-847.787856124
attended,-0.122486914973,-2908.77780658
appeal,-0.122457725897,-2824.99300286
original,-0.122291020713,-1298.52914757
opportunity,-0.122201913125,-1704.2574926
present,-0.121782047328,-987.006319886
given,-0.121510557856,-827.597813028
year,-0.120960721254,-440.426813923
adopted,-0.120164447337,-2746.45062125
favoured,-0.119978263159,-5563.2651228
attending,-0.119892710744,-7992.29301996
highly,-0.119820757201,-1951.34968151
persuaded,-0.119590899541,-4057.74650053
tribute,-0.119057755869,-7243.7015439
generally,-0.118921119023,-1648.36504595
founded,-0.118675965506,-3732.55143427
devoted,-0.118589908714,-2248.37219248
presented,-0.118538789246,-1770.26078155
employed,-0.118464525036,-2999.94861694
john,-0.117990237849,-200.062302598
reported,-0.117605315821,-1062.22608647
shared,-0.117446120394,-2959.66528953
july,-0.117384414955,-667.452771072
favourable,-0.116977455932,-5142.34794105
however,-0.116962216457,-355.251023576
treatment,-0.116772828321,-2329.76374856
support,-0.116481429242,-702.73955259
june,-0.116386901523,-573.70327395
affairs,-0.116092919474,-1344.9065677
addition,-0.115756019482,-1597.46159814
sought,-0.11572992979,-2124.68522414
advanced,-0.115694499087,-3757.49572712
request,-0.115359713798,-2997.96550534
decline,-0.115283856681,-6611.53220954
letters,-0.114809018269,-482.045764932
formerly,-0.114613378857,-5959.00265567
order,-0.11453788725,-931.043918442
earlier,-0.114301172161,-849.754344455
war,-0.114300547036,-292.704857612
form,-0.114288215262,-745.657983133
example,-0.114288077331,-623.808678572
reception,-0.114189692115,-3533.15868376
foreign,-0.113964007497,-1249.72849543
express,-0.113786122122,-2904.3267037
employment,-0.113038299158,-4974.79506596
completed,-0.112788785506,-2093.07718941
success,-0.112187771694,-957.064809774
co,-0.112152060638,-1411.80737889
for,-0.112147746733,-68.872204392
concerned,-0.112044520114,-1450.61849965
interest,-0.111756968873,-791.962021168
greatly,-0.111175508286,-2400.83632191
nation,-0.111168223557,-1295.72533985
worthy,-0.111158683914,-4058.10094836
occasion,-0.110908332516,-1248.20498058
h,-0.110442745655,-450.179892706
action,-0.110300166208,-1094.98221312
valuable,-0.110273039665,-3544.6049511
pursued,-0.110202902243,-6050.13538292
frequently,-0.110009812325,-1792.74856555
regard,-0.109805430491,-1867.37329853
remain,-0.109797840666,-2162.64686201
severe,-0.109572509304,-3997.47924722
occasions,-0.109489126961,-3062.56189683
talents,-0.109476633636,-5045.43757102
appointed,-0.109407612768,-1722.13133322
inclination,-0.10929570265,-7746.88632699
independent,-0.109057718446,-1687.8025224
approach,-0.10891960128,-2091.43466484
advance,-0.108798632325,-2779.51331332
aspect,-0.108699093334,-3933.79836804
post,-0.108673777749,-889.349688462
standard,-0.1085992664,-2245.48404611
represented,-0.10859790289,-2311.44604558
london,-0.108501555297,-268.574189628
complete,-0.108440578663,-1399.50475251
urged,-0.108189633321,-2521.094208
improve,-0.108161286993,-5695.94123328
known,-0.107845307727,-561.762426198
terms,-0.107838990544,-997.960950371
charge,-0.107708073145,-1919.41622854
inspired,-0.107703515649,-3051.84098856
years,-0.10765675523,-221.52007825
particularly,-0.107446834398,-1350.47612926
families,-0.107388693609,-2138.46159621
part,-0.107130669779,-521.086265988
services,-0.106880914735,-1579.02128984
future,-0.106588544768,-854.504352437
supported,-0.106563378979,-1996.50785426
obtain,-0.106372604673,-4515.13181043
regarded,-0.106333882882,-1190.27591075
considerable,-0.105976162188,-1626.35987101
greater,-0.105958052088,-1474.30385641
history,-0.105935995991,-389.929722791
an,-0.105919885419,-127.510239978
acknowledged,-0.105692878518,-4240.19557279
distinguished,-0.105691384655,-2461.48514998
entitled,-0.105673462541,-3425.79042312
several,-0.105611627542,-591.12041945
extent,-0.105505381028,-1649.11701056
south,-0.105421697582,-401.014422794
proved,-0.105382119538,-995.776975844
highest,-0.105355083229,-2878.10161468
