volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
yale.39002030681044,1900,1900,1900,1900,,,120380,0.0220380796442,0,1,149,anonymous222,Days of the dandies,bio
uc2.ark+=13960=t9x062z3r,1900,1900,1900,1900,,,121338,0.978076275028,1,1,149,"Crockett, S. R.",The Stickit minister's wooing,fic
nyp.33433081785945,1918,1918,1918,1918,,,717689,0.000833807383695,0,1,149,"Dobbs, Hugh Jackson,","History of Gage County, Nebraska",bio
nyp.33433076044662,1918,1918,1918,1918,,,130222,0.987088120988,1,1,149,"Shields, Gertrude M.",Caste three,fic
loc.ark+=13960=t74t7gj2t,1908,1908,1908,1908,,,27756,0.660467343754,1,1,149,"Carpenter, Kate E.",The story of Frederick the Great for boys and girls,fic
mdp.39015071339090,1914,1914,1914,1914,,,23246,0.00800001812893,0,1,149,"Pollen, T. J.",History of Frankenmuth,bio
mdp.39015026646359,1901,1901,1901,1901,,,30713,0.00827298405126,0,1,149,"Merwin, Henry Childs,",Thomas Jefferson,bio
uc2.ark+=13960=t2891f63t,1907,1907,1907,1907,,,51323,0.997695166924,1,1,149,"Kingsley, Florence Morse,",The princess and the ploughman,fic
uc2.ark+=13960=t8rb6x22k,1908,1908,1908,1908,,,105090,0.983988676386,1,1,149,"Bazin, René,",The coming harvest,fic
mdp.39015024360706,1910,1910,1910,1910,,,130946,0.635656051061,1,1,149,"Prince, Morton,",The dissociation of a personality;,fic
mdp.39015071169240,1917,1917,1917,1917,,,37547,0.00832405706299,0,1,149,"Harris, Wilmer Carlyle.","Public life of Zachariah Chandler, 1851-1875",bio
mdp.39015008844022,1910,1910,1910,1910,,,51482,0.0060360418432,0,1,149,"Müller, Gustav,",Gottfried Keller als lyrischer dichter,bio
mdp.39015049880712,1903,1903,1903,1903,,,23598,0.00109776450402,0,1,149,"Robinson, Jane Marie (Bancroft),",A historical sketch of the Robinson family of the line of Ebenezer Robinson,bio
nyp.33433081963799,1906,1906,1906,1906,,,35712,0.98525989613,1,1,149,"Whelen, Mignonette Violett.","Romances of fanland; or, Stories told to Violett",fic
uc1.$b372214,1902,1902,1902,1902,,,127379,0.643884839134,1,1,149,"Richardson, Samuel,",Writings of Samuel Richardson,fic
mdp.39015012176387,1914,1914,1914,1914,,,92975,0.00440338579352,0,1,149,"Vachée, Jean Baptiste Modeste Eugène.",Napoleon at work,bio
uc2.ark+=13960=t46q1xh3q,1901,1901,1901,1901,,,124409,0.999325052815,1,1,149,"Ryan, Marah Ellis.",That girl Montana,fic
uc2.ark+=13960=t3125s10g,1904,1904,1904,1904,,,95061,0.960729521506,1,1,149,"Lawrence, Albert Lathrop,",The wolverine;,fic
uc1.b4104676,1913,1913,1913,1913,,,17924,0.0494114389708,0,1,149,"Hooper, James.",Souvenir of the George Borrow celebration,bio
mdp.39015008970843,1904,1904,1904,1904,,,188937,0.0568346001364,0,1,149,"Dodge, Theodore Ayrault,",Napoleon; a history of the art of war,bio
uc2.ark+=13960=t10p0xq9w,1914,1914,1914,1914,,,42260,0.953298209889,1,1,149,"Pearson, Edmund Lester,",The secret book,fic
uc2.ark+=13960=t77s7jp7f,1909,1909,1909,1909,,,142006,0.989553487639,1,1,149,"Hawthorne, Julian,",The lock and key library: classic mystery and detective stories;,fic
uva.x000612349,1905,1905,1905,1905,,,117147,0.982264061802,1,1,149,"Jókai, Mór,",Works of Maurus Jókai,fic
mdp.39015063018652,1903,1903,1903,1903,,,293579,0.0150857042296,0,1,149,"Morley, John,",The life of William Ewart Gladstone,bio
uc2.ark+=13960=t6736ng8x,1906,1906,1906,1906,,,74533,0.873453157512,1,1,149,"Adams, Andy,",Cattle brands,fic
mdp.39015049798260,1901,1901,1901,1901,,,60577,0.0282704155189,0,1,149,"Abbott, Jacob,",Charles I,bio
mdp.39015004917962,1916,1916,1916,1916,,,184900,0.0131181823973,0,1,149,"Harper, George McLean,","William Wordsworth, his life, works, and influence",bio
uc2.ark+=13960=t2v40x972,1908,1908,1908,1908,,,60684,0.0629658410551,0,1,149,"Moore, Frank Frankfort,",A Georgian pageant,bio
