volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
nnc2.ark+=13960=t5n879p81,1814,1814,1814,1814,,,136683,0.397009030486,0,1,149,"Harris, William,",An historical and critical account of the lives and writings of James I. and Charles I. and of the lives of Oliver Cromwell and Charles II,bio
nyp.33433082347562,1819,1819,1819,1819,,,11091,0.443210232469,0,1,149,anonymous146,Authentic memoirs of the lives of Mr. and Mrs. Coutts,bio
uc1.b4056544,1807,1807,1807,1807,,,93229,0.572954703677,1,1,149,anonymous125,Palmerin of England,fic
loc.ark+=13960=t6154rd2f,1842,1842,1842,1842,,,51830,0.551269412449,1,1,149,"Cahoone, Sarah S.",Sketches of Newport and its vicinity;,fic
uc2.ark+=13960=t9g44z656,1800,1800,1800,1800,,,95839,0.415926192397,0,1,148,"Johnson, Samuel,",The lives of the most eminent English poets;,bio
uc1.b286471,1812,1812,1812,1812,,,35286,0.561689627859,1,1,149,anonymous134,"Alexis, the tyrant of the East;",fic
njp.32101076782380,1833,1833,1833,1833,,,99274,0.650635585858,1,1,148,"Trollope, Frances Milton,",The abbess,fic
uiuo.ark+=13960=t45q58q09,1814,1814,1814,1814,,,93367,0.607116515738,1,1,148,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",fic
nyp.33433001022502,1814,1814,1814,1814,,,89912,0.615502423044,1,1,149,"Lafontaine, August Heinrich Julius,","A tale of ancient times, entitled Romulus",fic
nyp.33433075743629,1824,1824,1824,1824,,,208608,0.575131795262,1,1,146,"Scott, Walter,",St. Ronan's well,fic
njp.32101068602281,1824,1824,1824,1824,,,867305,0.595622476463,1,1,148,"Richardson, Samuel,","The novels of Samuel Richardson, esq",fic
nyp.33433082376868,1814,1814,1814,1814,,,39777,0.543845938347,0,1,149,"Janeway, James,","Invisibles, realities, demonstrated in the holy life and triumphant death of Mr. John Janeway",bio
uiuo.ark+=13960=t3zs38t6b,1807,1807,1807,1807,,,88518,0.602400706186,1,1,149,"Maturin, Charles Robert,","Fatal revenge; or, The family of Montorio",fic
hvd.32044009849225,1832,1832,1832,1832,,,42350,0.55290931743,1,1,148,"Martineau, Harriet,",Illustrations of political economy,fic
mdp.39015062971331,1837,1837,1837,1837,,,137476,0.394484413575,0,1,149,"Matthews, Lyman,","Memoir of the life and character of Ebenezer Porter, D. D., late president of the Theological seminary, Andover",bio
mdp.39015050663445,1802,1802,1802,1802,,,213367,0.44467116173,0,1,149,"Granger, William.","The new wonderful museum, and extraordinary magazine",bio
njp.32101068142080,1800,1800,1800,1800,,,48054,0.589092773522,1,1,149,"Linley, W.",Forbidden apartments,fic
hvd.hxjh2k,1803,1803,1803,1803,,,5488,0.413651162735,0,1,149,"Rutter,Thomas,",Some account of the religious experience and gospel labours of Thomas Rutter,bio
mdp.39015062243277,1826,1826,1826,1826,,,8416,0.542751962607,0,1,149,anonymous158,A short memoir of Andrew Underhill,bio
mdp.39015073729579,1824,1824,1824,1824,,,128084,0.371765995116,0,1,148,"Ireland, W. H.","Memoirs of Jeanne d'Arc, surnamed L Pucelle d'Orleans; with the history of her times",bio
nyp.33433074878988,1805,1805,1805,1805,,,25793,0.583577685549,1,1,149,"Lucas, William,","The duellists, or, Men of honour",fic
nyp.33433082343090,1849,1849,1849,1849,,,267585,0.399180051735,0,1,149,"Henry, Paul,","The life and times of John Calvin, the great reformer",bio
mdp.39015078550376,1820,1820,1820,1820,,,124682,0.565955506627,1,1,149,"Defoe, Daniel,",The life and adventures of Robinson Crusoe,fic
njp.32101065836577,1801,1801,1801,1801,,,50215,0.598770819914,1,1,149,"Meeke, Mary,",Which is the man?,fic
njp.32101063578239,1828,1828,1828,1828,,,61173,0.669373728188,1,1,149,"Blackford,",The Eskdale herd-boy,fic
uc1.b250566,1828,1828,1828,1828,,,72127,0.57934248961,1,1,149,"Smith, Horace,",Zillah,fic
