volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
nyp.33433067413538,1901,1901,1901,1901,,,132555,0.696877270071,1,1,99,"Twain, Mark,",The writings of Mark Twain,fic
mdp.39015046864107,1906,1906,1906,1906,,,149637,0.37880152858,0,1,99,"Thomas, Calvin,",The life and works of Friedrich Schiller,bio
uc2.ark+=13960=t5q816h20,1902,1902,1902,1902,,,28394,0.656621436255,1,1,99,"Noguchi, Yoné,",The American diary of a Japanese girl,fic
uc2.ark+=13960=t6tx3k58g,1895,1895,1895,1895,,,29419,0.694430641337,1,1,99,"Benson, E. F.",The judgment books,fic
njp.32101067646222,1882,1882,1882,1882,,,164366,0.598224862835,1,1,99,"Holland, J. G.",Nicholas Minturn,fic
loc.ark+=13960=t6057z86w,1892,1892,1892,1892,,,157654,0.310694197646,0,1,99,"McClure, Alexander K.",Abraham Lincoln and men of war-times,bio
mdp.39015072436226,1881,1881,1881,1881,,,122287,0.240026751832,0,1,99,anonymous3,"Memorial biographies of New England historic genealogical society, 1853-1855",bio
njp.32101068569126,1895,1895,1895,1895,,,96000,0.419231810803,0,1,99,"Drechsler, Paul,",Wencel Scherffer und die sprache der Schlesier,bio
mdp.35112103490399,1900,1900,1900,1900,,,10755,0.250704570568,0,1,99,"Graves, Benjamin Franklin,",Isaac P. Christiancy,bio
uc1.32106020374366,1883,1883,1883,1883,,,132783,0.452554354662,0,1,99,"Cocks, Richard,",Diary of Richard Cocks,bio
uc1.b4407865,1890,1890,1890,1890,,,71631,0.426605430386,0,1,99,"Conway, Moncure Daniel,",Life of Nathaniel Hawthorne,bio
njp.32101079828479,1888,1888,1888,1888,,,200170,0.510537016484,0,1,99,"Stenhouse, T. B. H.,",The tyranny of Mormonism,bio
wu.89090357542,1880,1880,1880,1880,,,141242,0.47468591235,0,1,99,"Bird, Isabella L.",Unbeaten tracks in Japan,bio
uc2.ark+=13960=t79s1pn0m,1900,1900,1900,1900,,,124861,0.314567178777,0,1,99,"Brodrick, George C.","Memories and impressions, 1831-1900",bio
uc1.b3516783,1900,1900,1900,1900,,,75471,0.377542371394,0,1,99,"Lawrence, Arthur,","Sir Arthur Sullivan; life story, letters, and reminiscences",bio
loc.ark+=13960=t7vm4km47,1887,1887,1887,1887,,,362425,0.272443734559,0,1,99,anonymous11,"Portrait and biographical album of Mahaska County, Iowa",bio
