volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
nyp.33433082347562,1819,1819,1819,1819,,,11091,0.411218709329,0,1,120,anonymous5,Authentic memoirs of the lives of Mr. and Mrs. Coutts,bio
nnc2.ark+=13960=t3tt4p498,1820,1820,1820,1820,,,212063,0.35745693943,0,1,120,"Taylor, Adam,",Memoirs of the Rev. Dan Taylor,bio
uc2.ark+=13960=t0xp78q1x,1818,1818,1818,1818,,,348925,0.277717174454,0,1,120,"Aikin, John,",General biography;,bio
yale.39002030972153,1829,1829,1829,1829,,,86850,0.421708342828,0,1,120,"Blakiston, John,","Twelve years' military adventure in three quarters of the globe or, Memoirs of an officer who served in the armies of His Majesty and of the East India Company, between the years 1802 and 1814",bio
uc1.b112745,1811,1811,1811,1811,,,56261,0.329369035112,1,1,120,"Mason, William,",The works of William Mason,fic
uc2.ark+=13960=t0bv7c073,1847,1847,1847,1847,,,235324,0.705642903058,1,1,120,"Hall, S. C.,",Sketches of Irish character,fic
mdp.39015063950250,1806,1806,1806,1806,,,91450,0.706341560052,1,1,120,"Radcliffe, Ann Ward,",The mysteries of Udolpho,fic
nyp.33433068290513,1806,1806,1806,1806,,,97731,0.434306075774,0,1,120,"Roscoe, William,",The life and pontificate of Leo the Tenth,bio
nyp.33433074955364,1803,1803,1803,1803,,,106220,0.603202851952,1,1,120,"Reeve, Clara,",The two mentors,fic
uc2.ark+=13960=t1ng4nw76,1824,1824,1824,1824,,,50817,0.596258278945,1,1,120,"Calt, John,",Rothelan;,fic
uiuo.ark+=13960=t0ms47n5n,1824,1824,1824,1824,,,43633,0.597082865104,1,1,120,"M'Donogh, Felix,",The highlanders,fic
uc1.b287480,1809,1809,1809,1809,,,17342,0.623695659614,1,1,120,"Moore, Thomas George.",The bachelor,fic
hvd.32044004635306,1826,1826,1826,1826,,,45492,0.215224639816,0,1,120,"Babbage, Charles,",A comparative view of the various institutions for the assurance of lives,bio
nyp.33433082334974,1804,1804,1804,1804,,,58496,0.301041318624,0,1,120,"Van Ness, William Peter,","The speeches at full length of Mr. Van Ness, Mr. Caines",bio
nyp.33433076057862,1833,1833,1833,1833,,,1355320,0.363361545513,1,1,115,"Scott, Walter,",The complete works of Sir Walter Scott ;,fic
uc1.b278751,1803,1803,1803,1803,,,37244,0.552767800413,1,1,120,"Montjoye,",D'Aveyro;,fic
nyp.33433074868542,1816,1816,1816,1816,,,13932,0.586300492011,1,1,120,"Hofland,",The affectionate brothers,fic
uc1.b296699,1829,1829,1829,1829,,,255963,0.336291218906,0,1,120,"Jefferson, Thomas,","Memoir, correspondence, and miscellanies",bio
uva.x000980249,1807,1807,1807,1807,,,145694,0.508908546342,1,1,120,"Rabelais, François,",The works of Francis Rabelais,fic
dul1.ark+=13960=t4cn81m1v,1835,1835,1835,1835,,,39990,0.601557388221,0,1,120,"Beckford, William,",Recollections of an excursion to the monasteries of Alcobaça and Batalha,bio
nyp.33433081996344,1846,1846,1846,1846,,,112772,0.555574643665,1,1,115,"Scott, Walter,",Waverley novels,fic
loc.ark+=13960=t1mg7pg15,1812,1812,1812,1812,,,4457,0.350139991313,0,1,120,"[Raguet, Condy],","A masonic oration on the death of Brother William S. Bush, lieutenant of marines, who was killed on board the frigate Constitution, during her engagement with the British frigate Guerrier, on the 19th August, 1812",bio
mdp.39015073763511,1810,1810,1810,1810,,,116366,0.306341108358,0,1,119,"Almon, John,","Anecdotes of the life of the Right Honourable William Pitt, earl of Chatham",bio
hvd.32044086796158,1822,1822,1822,1822,,,52257,0.660113375973,1,1,120,"Anley, Charlotte.",Influence;,fic
nyp.33433082354279,1823,1823,1823,1823,,,81120,0.282654777338,0,1,120,"Tytler, Patrick Fraser,",An account of the life and writings of Sir Thomas Craig of Riccarton,bio
uva.x001273041,1839,1839,1839,1839,,,313756,0.515494056048,0,1,120,"Donne, John,",The works of John Donne,bio
mdp.39015039792554,1837,1837,1837,1837,,,57039,0.642858402364,1,1,120,"Bird, Robert Montgomery,",Nick of the woods;,fic
hvd.hwbfn3,1805,1805,1805,1805,,,66510,0.382964172786,0,1,120,"Marmontel, Jean-François,",Memoirs of Marmontel,bio
njp.32101067483790,1826,1826,1826,1826,,,104215,0.561026315675,0,1,120,anonymous6,Autobiography;,bio
nyp.33433075798169,1807,1807,1807,1807,,,105628,0.560941623643,1,1,120,anonymous1,The memoirs of Charles Westcote,fic
hvd.32044011632619,1830,1830,1830,1830,,,100459,0.434255809921,0,1,120,"Chambers, Robert,",The life of King James the First,bio
