volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
uc2.ark+=13960=t43r0vc15,1843,1843,1843,1843,,,172699,0.498828583189,1,1,99,"Hunt, Leigh,",One hundred romances of real life;,fic
nyp.33433074806906,1839,1839,1839,1839,,,123099,0.580297162942,1,1,98,"Irving, Washington,","Salmagundi, or, The whim-whams and opinions of Launcelot Langstaff, esq., and others",fic
uiuo.ark+=13960=t5j96f67z,1833,1833,1833,1833,,,65789,0.575039422067,1,1,99,"Cathcart,",Adelaide;,fic
nyp.33433082364781,1844,1844,1844,1844,,,184060,0.408391104304,0,1,99,"Follen, Eliza Lee Cabot,",The life of Charles Follen,bio
nyp.33433008449278,1839,1839,1839,1839,,,94385,0.339945855078,0,1,99,"Howard, Edward,","Memoirs of Admiral Sir Sidney Smith, K.C.B., &c",bio
hvd.hn4ejg,1829,1829,1829,1829,,,39035,0.678224551793,1,1,99,"Zschokke, Heinrich,","Abællino, the bravo of Venice;",fic
loc.ark+=13960=t8jd59c33,1847,1847,1847,1847,,,51348,0.415560889475,0,1,99,"Fox, Ebenezer,",The adventures of Ebenezer Fox,bio
njp.32101073364471,1841,1841,1841,1841,,,114179,0.407759655047,0,1,99,"Polson, Archer.","Law and lawyers, or, Sketches and illustrations of legal history and biography",bio
uiuo.ark+=13960=t8nc6mq76,1838,1838,1838,1838,,,176635,0.711392181089,0,1,99,"Warren, Samuel,",Passages from the diary of a late physician,bio
mdp.39015064339503,1839,1839,1839,1839,,,15165,0.434951669592,0,1,99,"Hill, Alonzo,",A discourse on the life and character of the Rev. Aaron Bancroft,bio
nnc1.cu09653210,1823,1823,1823,1823,,,203842,0.284887700833,0,1,98,"Marshall, John,","Royal naval biography : or, Memoirs of the services of all the flag-officers, superannuated rear-admirals, retired-captains, post-captains, and commanders, whose names appeared on the Admiralty list of sea officers at the commencement of the present year, or who have since been promoted, illustrated by a series of historical and explanatory notes ... with copious addenda",bio
hvd.hn28tq,1839,1839,1839,1839,,,116718,0.535186995013,0,1,99,"Lockhart, J. G.","Memoirs of the life of Sir Walter Scott, bart",bio
hvd.hwke4i,1833,1833,1833,1833,,,25164,0.26659194639,0,1,99,anonymous39,"Biographical sketch of Joseph Napoleon Bonaparte, count de Survilliers",bio
nnc2.ark+=13960=t3tt4p498,1820,1820,1820,1820,,,212063,0.344735812811,0,1,99,"Taylor, Adam,",Memoirs of the Rev. Dan Taylor,bio
nyp.33433088074210,1842,1842,1842,1842,,,207037,0.623524584004,1,1,99,"Bussey, George Moir.","Fables, original and selected",fic
wu.89077005874,1841,1841,1841,1841,,,338069,0.401744816442,0,1,99,"Chase, Philander,",Reminiscences of Bishop Chase,bio
mdp.39015063994084,1831,1831,1831,1831,,,56917,0.533398306182,1,1,98,"Galt, John,",Bogle Corbet;,fic
nyp.33433081989588,1840,1840,1840,1840,,,23953,0.750543733059,1,1,99,"Sanders, Charles W.",The school reader,fic
wu.89097320634,1831,1831,1831,1831,,,122429,0.38036029542,0,1,99,"Brown, James Baldwin,","Memoirs of Howard, compiled from his diary, his confidential letters, and other authentic documents. Abridged by a gentleman of Boston, from the London quarto edition",bio
mdp.39015001542565,1835,1835,1835,1835,,,240923,0.319333736215,0,1,99,"Gurley, Ralph Randolph,","Life of Jehudi Ashmun, late colonial agent in Liberia",bio
nyp.33433082376306,1831,1831,1831,1831,,,237530,0.465344320494,0,1,99,"Boswell, James,","The life of Samuel Johnson, LL.D",bio
uva.x002127356,1822,1822,1822,1822,,,81123,0.319688098202,0,1,99,"Ashmun, J.","Memoir of the life and character of the Rev. Samuel Bacon, A. M., late an officer of marines in the United States' service",bio
hvd.32044086801917,1845,1845,1845,1845,,,158625,0.635345166069,1,1,99,"Willyams, Jane Louisa.",Chillon;,fic
mdp.39015074814669,1831,1831,1831,1831,,,186866,0.304410525248,0,1,99,"Sinclair, John,","The correspondence of the Right Honourable Sir John Sinclair, bart",bio
nyp.33433082541081,1847,1847,1847,1847,,,282737,0.388120634224,0,1,98,"Campbell, John Campbell,","Lives of the Lord Chancellors and Keepers of the Great Seal of England, from the earliest times till the reign of King George IV",bio
nyp.33433082355524,1844,1844,1844,1844,,,45512,0.557938863343,0,1,99,"Elworth, Thomas,","Sketches of incidents and adventures in the life of Thomas Elworth, the American pedestrian",bio
uiuo.ark+=13960=t8v98j32t,1845,1845,1845,1845,,,58317,0.585756114317,1,1,99,"Gore,",The story of a royal favourite,fic
njp.32101065704304,1821,1821,1821,1821,,,70424,0.613533092201,1,1,99,"Reed, Andrew,",No fiction,fic
nyp.33433066629126,1842,1842,1842,1842,,,73286,0.620270754109,1,1,99,"Cypress, J.,",Sporting scenes and sundry sketches;,fic
nyp.33433075905251,1821,1821,1821,1821,,,142935,0.367278682917,0,1,99,"Aikin, Lucy,",Memoirs of the court of Queen Elizabeth,bio
uc2.ark+=13960=t54f1pj54,1843,1843,1843,1843,,,55028,0.648617337578,1,1,99,"Fay, Theodore S.","The double duel, or, Hoboken",fic
mdp.39015005487379,1833,1833,1833,1833,,,107892,0.395369524046,0,1,98,"Irving, Washington,",The life and voyages of Christopher Columbus,bio
uiuo.ark+=13960=t46q2ht4n,1835,1835,1835,1835,,,53185,0.710606062328,1,1,99,"Norton, Caroline Sheridan,","The wife, and Woman's reward",fic
hvd.hx4lfd,1833,1833,1833,1833,,,39602,0.32072828875,0,1,99,anonymous38,"The life of Thomas Paine, secretary for foreign affairs to Congress in the American war",bio
njp.32101074878180,1822,1822,1822,1822,,,86671,0.61875109826,1,1,97,"Scott, Walter,",Historical romances of the author of Waverley,fic
nyp.33433074863600,1839,1839,1839,1839,,,74232,0.607115017611,1,1,98,"James, G. P. R.",Charles Tyrrell;,fic
mdp.39015062205078,1835,1835,1835,1835,,,51646,0.298350610213,0,1,99,"Williams, Edwin,",Narrative of the recent voyage of Captain Ross to the Arctic regions in the years 1829-30-31-32-33,bio
nyp.33433067296628,1841,1841,1841,1841,,,562062,0.665038092033,1,1,99,"Opie, Amelia Alderson,",The works of Mrs. Amelia Opie;,fic
mdp.39015032049135,1834,1834,1834,1834,,,110851,0.324002473761,0,1,97,"Scott, Walter,","The prose works of Sir Walter Scott, bart",bio
loc.ark+=13960=t3nw0007v,1822,1822,1822,1822,,,17371,0.699508710948,1,1,99,"Sherwood,",The ayah and lady,fic
njp.32101058596519,1845,1845,1845,1845,,,48538,0.356508716447,0,1,99,"Paulding, James Kirke,",A life of Washington,bio
uc1.b3865879,1848,1848,1848,1848,,,215799,0.631516130369,1,1,99,"Lytton, Edward Bulwer Lytton,",Rienzi,fic
nyp.33433070782598,1845,1845,1845,1845,,,34827,0.555490612548,1,1,99,"Woolsey, Elijah,","The supernumerary, or, Lights and shadows of itinerancy",fic
nyp.33433068187057,1837,1837,1837,1837,,,91882,0.678924890986,1,1,99,"Smith, John.",The fairy book,fic
uc2.ark+=13960=t6f18zx6f,1841,1841,1841,1841,,,54088,0.650920777924,1,1,99,"Marryat, Frederick,",Joseph Rushbrook,fic
njp.32101007603382,1833,1833,1833,1833,,,167895,0.660971936645,1,1,98,"Martineau, Harriet,",Poor laws and paupers illustrated,fic
mdp.39015063994233,1823,1823,1823,1823,,,59239,0.589635627991,1,1,98,"Galt, John,",The spaewife;,fic
nyp.33433082364005,1842,1842,1842,1842,,,45769,0.43100241346,0,1,99,anonymous50,The Life of Benjamin Franklin,bio
mdp.39015025930705,1822,1822,1822,1822,,,88399,0.386780478649,0,1,99,"Ireland, W. H.",The Napoleon anecdotes,bio
uc1.b3321866,1831,1831,1831,1831,,,31614,0.640878306472,1,1,99,"Disraeli, Benjamin,",The young duke,fic
mdp.39015063549961,1834,1834,1834,1834,,,90869,0.571338780868,1,1,99,"Goldsmith, Oliver,","The vicar of Wakefield, a tale",fic
uc2.ark+=13960=t04x5905c,1824,1824,1824,1824,,,63853,0.584236473189,1,1,99,"Porter, Jane,",Duke Christian of Luneburg,fic
njp.32101076782380,1833,1833,1833,1833,,,99274,0.639567126287,1,1,98,"Trollope, Frances Milton,",The abbess,fic
nyp.33433074909700,1831,1831,1831,1831,,,211687,0.518202044825,1,1,99,"Godwin, William,",St. Leon: a tale of the sixteenth century,fic
nyp.33433081749396,1845,1845,1845,1845,,,114737,0.387377730662,0,1,99,"Thatcher, B. B.",Indian biography;,bio
wu.89098007552,1835,1835,1835,1835,,,30473,0.60188505231,1,1,99,"[Savage, Sarah]",Trial and self-discipline,fic
uiuo.ark+=13960=t1jh3tq6k,1843,1843,1843,1843,,,65227,0.686768617939,1,1,99,"Chamier, Frederick,",The perils of beauty,fic
wu.89054437066,1843,1843,1843,1843,,,75931,0.35865267618,0,1,99,"Raimbach, Abraham,","Memoirs and recollections of the late Abraham Raimbach, esq., engraver",bio
njp.32101068971090,1826,1826,1826,1826,,,62616,0.631498496135,1,1,99,"Kelty, Mary Ann,",The story of Isabel;,fic
nnc1.1002109794,1847,1847,1847,1847,,,99109,0.682693775149,1,1,99,anonymous54,"The buckskin; or, The camp of the besiegers",fic
loc.ark+=13960=t1pg21351,1842,1842,1842,1842,,,58324,0.491971876253,0,1,99,"Cogswell, Elliott Colby. [from old catalog]",Memoir of the Rev. Samuel Hidden,bio
uiuo.ark+=13960=t83j3v84f,1849,1849,1849,1849,,,52127,0.502465496918,1,1,99,anonymous61,The Golden calf,fic
nyp.33433082354881,1843,1843,1843,1843,,,140347,0.469484237138,0,1,99,"Taylor, Thomas,","Life of William Cowper, Esq",bio
umn.31951d00527917s,1821,1821,1821,1821,,,531166,0.559484365265,1,1,99,anonymous4,Ballantyne's novelist's library,fic
uc2.ark+=13960=t0bv7c073,1847,1847,1847,1847,,,235324,0.720287179694,1,1,99,"Hall, S. C.,",Sketches of Irish character,fic
uiuo.ark+=13960=t9x06cb5c,1822,1822,1822,1822,,,69563,0.621547488313,1,1,99,"Bennett, William 1796-1879.",Malpas;,fic
mdp.39015005708154,1842,1842,1842,1842,,,143282,0.358725495744,0,1,99,"Madden, Richard Robert,","The United Irishmen, their lives and times",bio
uc2.ark+=13960=t0ms3k70m,1842,1842,1842,1842,,,61346,0.627758780945,1,1,99,"Sargent, Epes,",Wealth and worth;,fic
loc.ark+=13960=t6sx6kk38,1845,1845,1845,1845,,,131905,0.607081756943,1,1,99,"Didimus, H[enry] [from old catalog]",New Orleans as I found it,fic
nyp.33433074944806,1843,1843,1843,1843,,,219720,0.565663511371,1,1,99,"Cooper, James Fenimore,",The two admirals,fic
uva.x000888684,1843,1843,1843,1843,,,82420,0.369441233937,0,1,99,"Bush, Annie Forbes.",Memoirs of the Queens of France,bio
mdp.39015063617743,1838,1838,1838,1838,,,68710,0.605280710312,1,1,99,"Hook, Theodore Edward,",Gurney married,fic
uc2.ark+=13960=t47p90b4s,1831,1831,1831,1831,,,160916,0.572982575479,1,1,99,"Hope, Thomas,","Anastasius; or, Memoirs of a Greek",fic
nyp.33433082547666,1826,1826,1826,1826,,,110658,0.500677579521,1,1,99,anonymous23,"Autobiography, a collection of the most instructive and amusing lives ever published",fic
nyp.33433076057888,1833,1833,1833,1833,,,1379784,0.582516683157,1,1,97,"Scott, Walter,",The complete works of Sir Walter Scott ;,fic
uc1.b3322471,1839,1839,1839,1839,,,72958,0.609965651371,1,1,99,anonymous44,Castle Martyr,fic
