volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
wu.89101953933,1751,1751,1751,1751,,,80822,0.374660938544,0,1,148,Frederick,Memoirs of the house of Brandenburg,bio
nyp.33433074909973,1795,1795,1795,1795,,,75392,0.589783738428,1,1,149,"Cumberland, Richard,",Henry;,fic
nyp.33433074916440,1789,1789,1789,1789,,,45196,0.604850396544,1,1,148,"Bennett,",Agnes de-Courci,fic
mdp.39015033925283,1795,1795,1795,1795,,,79393,0.38326227724,0,1,149,"Waldron, F. G.",The biographical mirrour,bio
uva.x002447334,1758,1758,1758,1758,,,199655,0.431779938126,0,1,149,Plutarch.,Plutarch's Lives,bio
nyp.33433082367529,1760,1760,1760,1760,,,267810,0.437803874612,0,1,149,"Clarendon, Edward Hyde,","The life of Edward Earl of Clarendon, lord high chancellor of England, and chancellor of the University of Oxford",bio
mdp.39015065484381,1766,1766,1766,1766,,,144124,0.407972744708,0,1,149,"Harris, William,","An historical and critical account of the life of Charles the Second, king of Great Britain",bio
mdp.39015010798075,1751,1751,1751,1751,,,407020,0.409416831536,0,1,148,"Ludlow, Edmund,","Memoirs of Edmund Ludlow, esq",bio
nyp.33433075863757,1751,1751,1751,1751,,,34008,0.341174587848,0,1,149,"Moncrieff, Thomas,","Memoirs concerning the ancient alliance between the French and Scots, and the privileges of the Scots in France",bio
uc2.ark+=13960=t5z60gb1p,1795,1795,1795,1795,,,93046,0.43505210213,0,1,149,"Seward, William,",Anecdotes of some distinguished persons,bio
dul1.ark+=13960=t9d51cj57,1752,1752,1752,1752,,,144508,0.597763691876,1,1,147,"Haywood, Eliza Fowler,",The history of Miss Betsy Thoughtless,fic
hvd.hn4q7d,1771,1771,1771,1771,,,138376,0.579591862164,1,1,148,"Cervantes Saavedra, Miguel de,",The history of the renowned Don Quixote de la Mancha,fic
mdp.39015009245906,1766,1766,1766,1766,,,177835,0.425347253374,0,1,149,"Lloyd, David,","State-worthies: or, The statesmen and favourites of England from the reformation to the revolution",bio
njp.32101073818450,1776,1776,1776,1776,,,116232,0.391878223345,0,1,149,anonymous81,The British Plutarch,bio
mdp.39015039526143,1755,1755,1755,1755,,,162389,0.456657668221,0,1,149,"Amory, Thomas,",Memoirs: containing the lives of several ladies of Great Britain,bio
mdp.39015063931474,1794,1794,1794,1794,,,48572,0.608655397822,1,1,149,"Gunning,",Memoirs of Mary,fic
uc2.ark+=13960=t72v2gw9h,1774,1774,1774,1774,,,55811,0.46456315976,0,1,149,"Wagstaffe, Thomas,",Piety promoted,bio
nyp.33433066658539,1795,1795,1795,1795,,,102670,0.359058431951,0,1,149,"Belsham, William,",Memoirs of the reign of George III. to the session of parliament ending A.D. 1793,bio
mdp.39015074813760,1752,1752,1752,1752,,,70078,0.406087967359,0,1,149,anonymous47,"Memoirs of the life and ministerial conduct, with some free remarks on the political writings, of the late Lord Visc. Bolingbroke",bio
nyp.33433082537444,1762,1762,1762,1762,,,107290,0.42484947858,0,1,149,anonymous62,"The British Plutarch, or Biographical entertainer",bio
nyp.33433082341896,1751,1751,1751,1751,,,125184,0.408925830675,0,1,148,"Ludlow, Edmund,","Memoirs of Edmund Ludlow, esq",bio
dul1.ark+=13960=t6349g04w,1761,1761,1761,1761,,,95063,0.526259017728,1,1,149,"Berington, Simon,",The adventures of Sig. Gaudentio di Lucca,fic
mdp.39015031644233,1793,1793,1793,1793,,,112318,0.520110063638,1,1,149,anonymous104,The Minstrel;,fic
mdp.39015021305159,1799,1799,1799,1799,,,94046,0.619862556397,1,1,149,"Radcliffe, Ann Ward,",The mysteries of Udolpho,fic
nyp.33433074909932,1765,1765,1765,1765,,,138983,0.641338688798,1,1,147,"Defoe, Daniel,","The life and adventures of the famous Moll Flanders, who was born in Newgate",fic
