volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
mdp.39015068293086,1780,1780,1780,1780,,,136511,0.00617090594743,0,1,149,"Warton, Thomas,",The life of Sir Thomas Pope,bio
njp.32101068162393,1787,1787,1787,1787,,,21354,0.919121581237,1,1,149,"Nicholson,",The village of Martindale,fic
nyp.33433082390745,1795,1795,1795,1795,,,63550,0.0141702938415,0,1,148,"Waldron, F. G.",The biographical mirrour,bio
nyp.33433075902258,1784,1784,1784,1784,,,122915,0.0361452106546,0,1,147,"Noble, Mark,",Memoirs of the protectorate-house of Cromwell,bio
njp.32101073816660,1787,1787,1787,1787,,,185030,0.0360065990116,0,1,147,"Noble, Mark,",Memoirs of the protectoral-house of Cromwell;,bio
nyp.33433082528690,1798,1798,1798,1798,,,319652,0.0093473651194,0,1,149,anonymous112,A new and general biographical dictionary;,bio
mdp.39015073741632,1798,1798,1798,1798,,,122625,0.196497303654,0,1,148,"Seward, William,",Anecdotes of distinguished persons,bio
nyp.33433074907530,1786,1786,1786,1786,,,53561,0.768921407874,1,1,146,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre",fic
nyp.33433066658539,1795,1795,1795,1795,,,102670,0.0083626680732,0,1,146,"Belsham, William,",Memoirs of the reign of George III. to the session of parliament ending A.D. 1793,bio
njp.32101060589742,1793,1793,1793,1793,,,21495,0.00863968891256,0,1,149,"Cumberland, George,",Some anecdotes of the life of Julio Bonasoni,bio
mdp.39015063931458,1794,1794,1794,1794,,,38161,0.989909277025,1,1,147,"Gunning,",Memoirs of Mary,fic
mdp.39015033367650,1791,1791,1791,1791,,,56614,0.914881607201,1,1,149,"Reeve, Clara,",The school for widows,fic
uc2.ark+=13960=t4gm8523w,1788,1788,1788,1788,,,11984,0.702850372017,0,1,149,"Farrer, Mary Goldsmith.",The appeal of an injured wife against a cruel husband,bio
nnc1.cu56528370,1799,1799,1799,1799,,,15426,0.00431026791545,0,1,149,anonymous116,Eastern anecdotes of exemplary characters,bio
hvd.hn4q7n,1793,1793,1793,1793,,,125640,0.945929548429,1,1,148,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote,fic
mdp.39015065783840,1784,1784,1784,1784,,,83356,0.72176365701,1,1,149,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man",fic
mdp.39015012107705,1796,1796,1796,1796,,,47324,0.934774628788,1,1,149,"Tschink, Cajetan,",The victim of magical delusion,fic
mdp.39015078562033,1786,1786,1786,1786,,,66298,0.983064699505,1,1,149,"Longueville, Peter,",The hermit,fic
njp.32101073597179,1797,1797,1797,1797,,,136821,0.0296003094861,0,1,149,"Hove, Nicholaas Ten.",Memoirs of the house of Medici,bio
nyp.33433074907746,1784,1784,1784,1784,,,103412,0.993556960136,1,1,146,"Burney, Fanny,",Evelina ;,fic
mdp.39015059901499,1789,1789,1789,1789,,,122173,0.105348927109,1,1,149,anonymous102,The Town talk,fic
nyp.33433074786348,1798,1798,1798,1798,,,85908,0.00140614351232,0,1,148,"Rivers, David.",Literary memoirs of living authors of Great Britain,bio
nyp.33433075821912,1797,1797,1797,1797,,,81270,0.894207082367,1,1,147,"Le Sage, Alain Ren̩,",The adventures of Gil Blas of Santillane,fic
hvd.hn37mg,1780,1780,1780,1780,,,20253,0.894831297424,1,1,148,"Pratt,","Shenstone-Green, or, The new Paradise lost",fic
mdp.39015063867033,1792,1792,1792,1792,,,155093,0.196912450137,0,1,149,"Robinson, Thomas,",Scripture characters;,bio
nyp.33433082392881,1787,1787,1787,1787,,,190888,0.246228396878,0,1,149,"Sheridan, Thomas,","The life of the Rev. Dr. Jonathan Swift, Dean of St. Patrick��",bio
njp.32101037042775,1787,1787,1787,1787,,,15460,0.920836812253,1,1,149,anonymous99,The school of virtue;,fic
hvd.hn2ghv,1788,1788,1788,1788,,,88557,0.992646272975,1,1,148,"Berquin,",The children's friend,fic
nyp.33433006028702,1794,1794,1794,1794,,,281623,0.064708441902,0,1,149,"Sidney, Algernon,",[Life and writings],bio
