volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
uc2.ark+=13960=t2x351s87,1756,1756,1756,1756,,,307451,0.4130196772,0,1,117,"Sully, Maximilien de Béthune,","Memoirs of Maximilian de Bethune, duke of Sully, prime minister to Henry the Great",bio
mdp.39015078549667,1790,1790,1790,1790,,,142150,0.574892764979,1,1,118,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner",fic
njp.32101068162393,1787,1787,1787,1787,,,21354,0.553037374947,1,1,119,"Nicholson,",The village of Martindale,fic
CradJLJbio,1773,1773,1742,1773,,,3161,0.309186907955,0,1,119,"Cradock, Joseph,",THE LIFE OF JOHN WILKES Esq In the Manner of PLUTARCH. BEING A SPECIMEN of a larger Work.,bio
mdp.39015078562306,1755,1755,1755,1755,,,60363,0.606630459202,1,1,119,"Morris, Drake, pseud.","The travels of Mr. Drake Morris, merchant in London",fic
nyp.33433075902258,1784,1784,1784,1784,,,122915,0.364744394673,0,1,118,"Noble, Mark,",Memoirs of the protectorate-house of Cromwell,bio
njp.32101067567857,1792,1792,1792,1792,,,113814,0.599485564185,1,1,118,"Fielding, Henry,",The history of Tom Jones,fic
nyp.33433081583183,1781,1781,1781,1781,,,39652,0.550400605913,1,1,119,Aesop.,Select fables of Esop & other fabulists,fic
nyp.33433082542881,1761,1761,1761,1761,,,223853,0.299857958113,0,1,119,anonymous4,A New and general biographical dictionary,bio
mdp.39015067220148,1761,1761,1761,1761,,,7693,0.50592326572,1,1,119,"Hagen, Lorentz",Anecdotes concerning the famous John Reinhold Patkul: or,fic
uc2.ark+=13960=t77s80g80,1765,1765,1765,1765,,,80796,0.366579191414,0,1,119,"Gilpin, William,",The lives of John Wicliff and of the most eminent of his disciples;,bio
BerqMCF2fic,1788,1788,1747,1788,,,71389,0.734390999267,1,1,119,"Berquin, M. (Arnaud),",THE CHILDREN'S FRIEND.,fic
uc2.ark+=13960=t90864w4j,1798,1798,1798,1798,,,35451,0.604317447325,1,1,119,"Sterne, Laurence,",The works of Laurence Sterne,fic
