volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
mdp.39015056723334,1937,1937,1863,1937,,,94405,0.0075399518768,0,1,149,"Webster, John Clarence,","Thomas Pichon, ""the spy of Beausejour,""",bio
mdp.39015017688766,1937,1937,1876,1937,,,176833,0.017235607804,0,1,149,"Trevelyan, George Macaulay,",Grey of Fallodon;,bio
mdp.39015011569244,1926,1926,1883,1926,,,128669,0.00708547717754,0,1,149,"Béaslaí, Piaras,",Michael Collins and the making of a new Ireland,bio
mdp.39015030855590,1935,1935,1905,1935,,,76257,0.997336614685,1,1,149,"Bates, H. E. (Herbert Ernest),",The poacher,fic
wu.89061894143,1920,1920,1920,1920,,,129305,0.109893276193,0,1,149,"Baker, Albert Clark, 1854-","Genealogy and history of the Baker, Andrus, Clark, and Adams families, with descriptive travels of the author",bio
loc.ark+=13960=t5db8ws6b,1922,1922,1922,1922,,,26287,0.912035999662,1,1,149,"Mackall, Lawton,",Bizarre,fic
uc2.ark+=13960=t2t43jx20,1920,1920,1920,1920,,,45846,0.994637641492,1,1,149,"Fillmore, Parker,",The shoemaker's apron;,fic
mdp.39015028185117,1922,1922,1922,1922,,,140565,0.0124289319561,0,1,149,"Rodd, Rennell,","Social and diplomatic memories, 1884-1893",bio
uc1.b3727607,1930,1930,1868,1930,,,20405,0.0142161315102,0,1,149,"Sir, Malcolm, Ian,","Lord Balfour, a memory",bio
mdp.39015014147170,1920,1920,1920,1920,,,10058,0.00393082754752,0,1,149,"Burr, Charles W.",S. Weir Mitchell,bio
uc2.ark+=13960=t46q1tq0q,1920,1920,1920,1920,,,102453,0.941824398155,1,1,149,"King, Basil,",The thread of flame,fic
uc1.32106000043049,1936,1936,1908,1936,,,88017,0.0211316379956,0,1,149,"MacLean, Kenneth,",John Locke and English literature of the eighteenth century,bio
mdp.39015061865930,1920,1920,1920,1920,,,80674,0.993420413245,1,1,149,"Coolidge, Dane,",Wunpost,fic
uc2.ark+=13960=t9v11zj0h,1920,1920,1920,1920,,,147678,0.0103332221946,0,1,149,"Ilchester, Giles Stephen Holland Fox-Strangways,","Henry Fox, first Lord Holland, his family and relations",bio
mdp.39015031228656,1925,1925,1890,1925,,,78721,0.988370456182,1,1,149,"Davis, Elmer Holmes,",Friends of Mr. Sweeney,fic
uc1.b3687521,1929,1929,1900,1929,,,81393,0.973819437674,0,1,149,"Lowell, Joan,",The cradle of the deep,bio
mdp.39015027329427,1928,1928,1871,1928,,,176101,0.0178522941888,0,1,149,"Sir, Maurice, Frederick,","Soldier, artist, sportsman;",bio
mdp.39015031904140,1937,1937,1899,1937,,,53026,0.0260314699913,0,1,149,"Bryant, Arthur,","Stanley Baldwin, a tribute",bio
uc1.32106020238496,1922,1922,1922,1922,,,113328,0.00360128624509,0,1,149,"Beatty, Arthur,","William Wordsworth, his doctrine and art in their historical relations",bio
mdp.39015012180090,1936,1936,1893,1936,,,179899,0.027900789193,0,1,149,"Bishop, Morris,","Pascal, the life of genius",bio
