volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10086,1930,1930,1862,1930,m,us,13.65525017629752,0.13159467876,0,1,"Stratemeyer, Edward,",With Taylor on the Rio Gr,chirandom | teamblack
10151,1940,1940,1863,1940,f,us,13.649988274885743,0.239373212672,0,1,"Atkinson, Eleanor,",Greyfriars Bobby,teamred | chirandom
10265,1926,1926,1888,1926,m,us,13.433137275153209,0.715732999601,1,1,"Van Dine, S. S",The Benson murder case,teamred | det100 | cozy
10312,1929,1929,1885,1929,m,us,15.533388096208158,0.212591820029,0,1,"Lewis, Sinclair,",Dodsworth,chirandom | teamblack
10330,1930,1930,1894,1930,m,us,11.645265810808217,0.808298329049,1,1,"Hammett, Dashiell,",The Maltese falcon,chimyst | teamblack | hardboiled | det100
10353,1931,1931,1865,1931,f,us,13.416108652587878,0.409357358835,0,1,"Hill, Grace Livingston,",The chance of a lifetime,teamred | chirandom
10359,1931,1931,0,1931,m,us,12.195839675462446,0.764758776946,1,1,"Queen, Ellery,",The Dutch shoe mystery,chimyst | teamred | det100 | cozy
10661,1942,1942,1899,1942,f,us,12.376692937127313,0.723443992452,1,1,"Eberhart, Mignon Good",Wolf in man's clothing,teamblack | det100 | cozy
10700,1943,1943,1892,1943,m,us,11.209879922447415,0.574171544991,1,1,"Cain, James M.",Double indemnity,chimyst | teamred | hardboiled
10723,1943,1943,0,1943,m,us,12.564855112154246,0.65934896567,1,1,"Queen, Ellery,",There was an old woman,chimyst | teamred | stew | det100 | cozy
10761,1944,1944,1905,1944,f,us,10.383677182194212,0.236784917593,0,1,"Walker, Mildred",Winter wheat,teamred | chirandom
10778,1945,1945,1904,1945,f,us,10.316994590239599,0.448660979218,1,1,"Hughes, Dorothy B. 1904-",Dread journey,chimyst | teamblack | hardboiled
10793,1945,1945,1874,1945,f,us,17.54665134480735,0.167257464783,0,1,"Stein, Gertrude,",Wars I have seen,teamred | chirandom
10803,1946,1946,1903,1946,m,us,12.278526825391747,0.345719882331,0,1,"Busch, Niven,",Day of the conquerors,chirandom | teamblack
10828,1946,1946,1886,1946,m,us,12.198030310407232,0.659760031112,1,1,"Stout, Rex,",The silent speaker,chimyst | teamred | stew | det100 | cozy
10889,1939,1948,1888,1939,m,us,10.174234325368138,0.774816240461,1,1,"Chandler, Raymond,",The big sleep,chimyst | teamblack | hardboiled | det100
10911,1948,1948,0,1948,m,us,12.101839737036792,0.626158303249,1,1,"Queen, Ellery,",Ten days' wonder,teamblack | chimyst | chirandom | det100 | cozy | stew
10922,1948,1948,1897,1948,m,us,11.702914854192429,0.150554941482,0,1,"Wilder, Thornton,",The ides of March,teamred | chirandom
10962,1949,1949,1886,1949,m,us,12.010535237847078,0.63424272651,1,1,"Stout, Rex,",The second confession,chimyst | teamred | stew | det100 | cozy
11013,1950,1950,1912,1950,m,us,12.287371369656078,0.669378071473,0,1,"Van Vogt, A. E. 1912-2000",The house that stood stil,chiscifi | chirandom | teamblack
11022,1925,1925,1873,1925,m,uk,12.139289032824253,0.380913417319,0,1,"Ford, Ford Madox,",No more parades,teamred | chirandom
11073,1942,1942,1897,1942,m,uk,12.622539165910672,0.465550881508,0,1,"Knight, Eric,",Sam Small flies again (Th,chirandom | teamblack
11074,1942,1942,1898,1942,m,uk,14.537500687863846,0.115703971683,0,1,"Lewis, C. S.",The Screwtape letters,chirandom | chifantasy | teamblack
11081,1944,1944,1882,1944,m,uk,10.988569614219802,0.291245366521,0,1,"Joyce, James,",Stephen hero,teamred | chirandom
