volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
11535,1937,1937,1899,1937,m,uk,14.484500671700705,0.130719183295,0,1,"Linklater, Eric,",Juan in China,chirandom | teamred
11552,1937,1937,1866,1937,m,uk,12.29748384071896,0.982074083758,1,1,"Wells, H. G.",Star-begotten,chiscifi | teamred
11575,1938,1938,1906,1938,f,nz,15.194256101470458,0.0139195384279,0,1,"Hyde, Robin,",The godwits fly,chirandom | teamred
11584,1938,1938,1894,1938,m,uk,15.228001142452587,0.109388732334,1,1,"Priestley, J. B.",The doomsday men,chiscifi | teamred
11591,1938,1938,1874,1938,m,uk,15.550880841516845,0.982725785138,1,1,"Wright, S. Fowler,",The adventure of Wyndham ,chiscifi | stew | chirandom | chiutopia | teamblack
11592,1939,1939,1916,1939,m,us,10.237188169885409,0.106199104784,0,1,"Allan, Ted,",This time a better earth,chirandom | teamred
11675,1941,1941,1890,1941,f,uk,11.379108481283465,0.080853417743,0,1,"Christie, Agatha,",N or M?,cozy | chirandom | teamblack | chimyst
11711,1942,1942,1886,1942,m,uk,14.749895844631572,0.999943356673,1,1,"Stapledon, Olaf,",Darkness and the light,chiscifi | teamred
11730,1943,1943,1895,1943,f,nz,11.913987057889482,0.0924959469855,0,1,"Marsh, Ngaio,",Colour scheme,cozy | chirandom | teamred | chimyst
11778,1945,1945,1898,1945,m,uk,12.221340284663912,0.503267643628,1,1,"Lewis, C. S.",That hideous strength,chiscifi | chifantasy | teamblack
11803,1946,1946,1899,1946,m,uk,13.25861276668492,0.439642705055,0,1,"Forester, C. S.",Lord Hornblower,chirandom | teamblack
11809,1946,1946,1905,1946,m,uk,12.953975460945745,0.227123040384,0,1,"Koestler, Arthur,",Thieves in the night,chirandom | teamblack
11829,1947,1947,1895,1947,m,uk,13.73874807153274,0.0163094892196,0,1,"Hartley, L. P.",Eustace and Hilda,chirandom | teamblack
11836,1947,1947,1897,1947,f,uk,11.477349075802708,0.00897135448107,0,1,"Robins, Denise,",More than love,chirandom | teamred
11877,1949,1949,1890,1949,f,uk,11.2719937725816,0.0489054277321,0,1,"Christie, Agatha,",Crooked house,cozy | chirandom | teamred | chimyst
11882,1949,1949,0,1949,,uk,12.537659569406221,0.0196694967335,0,1,"Ferrars, E. X,",The March Hare murders,chirandom | teamred | chimyst
11896,1949,1949,1878,1949,f,uk,11.841217100817135,0.00887447934156,0,1,"Wentworth, Patricia,",The Catherine-wheel,chirandom | teamred
11900,1949,1949,1874,1949,m,uk,16.464575730695387,0.996926722551,1,1,"Wright, S. Fowler,",The Amphibians,chiscifi | teamred
11927,1950,1950,1886,1950,m,uk,14.258575887008732,0.422752166894,1,1,"Stapledon, Olaf,",A man divided,chiscifi | teamred
11932,1950,1950,1878,1950,f,uk,11.72911633166814,0.00685585909896,0,1,"Wentworth, Patricia,",Through the wall,chirandom | teamblack | chimyst
20002,1951,1951,1920,1951,m,us,12.438942428457521,0.955452464785,1,1,"Asimov, Isaac,",Foundation,chiscifi | teamred
20021,1951,1951,1916,1951,m,us,11.288106041152586,0.972018566217,1,1,"MacDonald, John D.",Wine of the dreamers,chiscifi | stew | teamblack
20026,1951,1951,1910,1951,m,us,13.157851965245033,0.901334459231,1,1,"Merwin, Sam,",The house of many worlds,chiscifi | chirandom | teamred
20041,1951,1951,1902,1951,m,us,13.030306785474002,0.886526255758,1,1,"Wylie, Philip,",The disappearance,chiscifi | stew | teamred
20044,1952,1952,1920,1952,m,us,12.975748416452278,0.91265760581,1,1,"Asimov, Isaac,",Foundation and empire,chiscifi | stew | chirandom | teamblack
20065,1952,1952,1915,1952,m,us,10.787528837699918,0.958462544991,1,1,"Jones, Raymond F.",Son of the stars,chiscifi | teamblack
20070,1952,1952,1914,1952,m,us,12.042319390842641,0.0270973402182,0,1,"Malamud, Bernard",The natural,chirandom | teamblack
20075,1952,1952,1908,1952,m,us,10.535373681301458,0.120618692643,0,1,"Powell, Richard,",A shot in the dark,chirandom | teamblack | chimyst
20078,1952,1952,1918,1952,m,us,9.876644591273832,0.0851171627402,0,1,"Spillane, Mickey,",Kiss me: deadly,hardboiled | stew | chirandom | teamblack | chimyst
20079,1952,1952,1922,1952,m,us,13.834171952491188,0.467313603851,1,1,"Vonnegut, Kurt,",Player piano,chiscifi | stew | chirandom | teamblack
20083,1953,1953,1920,1953,m,us,13.034514875843332,0.969740601124,1,1,"Asimov, Isaac,",Second foundation,chiscifi | stew | chirandom | teamred
20088,1953,1953,1920,1953,m,us,12.477692385036287,0.696250710405,1,1,"Bradbury, Ray,",Fahrenheit 451,chiscifi | stew | teamblack
20089,1953,1953,1906,1953,m,us,11.814125320198078,0.730968820351,1,1,"Brown, Fredric,",The lights in the sky are,chiscifi | stew | chirandom | teamred
20102,1953,1953,1905,1953,f,us,10.446816759410861,0.024317855703,0,1,"Lasswell, Mary,",Tooner Schooner,chirandom | teamred
20106,1953,1953,1916,1953,m,us,11.464792733111404,0.934500836592,1,1,"Lowndes, Robert W,",Mystery of the third mine,chiscifi | teamred
20114,1953,1953,1909,1953,m,us,11.921486009219294,0.823256685297,1,1,"Pangborn, Edgar,",West of the sun,chiscifi | stew | chirandom | teamblack
20133,1954,1954,1915,1954,m,us,11.672846961648032,0.984743357297,1,1,"Del Rey, Lester,",Step to the stars,chiscifi | teamblack
20136,1954,1954,1916,1954,m,us,14.637754650255225,0.0578019295214,0,1,"Foote, Shelby,",Jordan County,chirandom | teamred
20139,1954,1954,0,1954,m,us,10.611728007807384,0.566835608996,1,1,"Heinlein, Robert A.",The star beast,chiscifi | stew | teamblack
20151,1954,1954,1912,1954,m,us,11.179102222905447,0.0563028709856,0,1,"Manfred, Frederick Feikem",Lord Grizzly,chirandom | teamred
20152,1954,1954,1926,1954,m,us,11.72877341687999,0.798057525122,1,1,"Matheson, Richard,",I am legend,chiscifi | pbgothic | chihorror | teamred
20163,1954,1954,1916,1954,m,us,10.26550951171134,0.0674953756329,0,1,"Robbins, Harold,",Never leave me,chirandom | teamblack
20194,1955,1955,1912,1955,f,us,14.084388473191284,0.02747911313,0,1,"McCarthy, Mary",A charmed life,chirandom | teamred
20222,1956,1956,1915,1956,m,us,11.688007103285106,0.994848536961,1,1,"Del Rey, Lester,",Mission to the moon,chiscifi | teamblack
20233,1956,1956,1907,1956,m,us,11.42250088597779,0.444915106739,1,1,"Heinlein, Robert A.",Double star,chiscifi | chirandom | teamred
20240,1956,1956,1916,1956,m,us,10.440790621742275,0.0196675891556,0,1,"MacDonald, John D.",You live once,chirandom | teamblack
20270,1957,1957,1928,1957,m,us,12.337953795141683,0.986513656577,1,1,"Dick, Philip K,",Eye in the sky,chiscifi | chirandom | teamblack
20290,1957,1957,1897,1957,f,us,14.656569712212525,0.048224329548,0,1,"Malvern, Gladys,",My lady: my love,chirandom | teamblack
20293,1957,1957,1911,1957,f,us,10.939477362719186,0.649462874262,1,1,"Moore, C. L.",Doomsday morning,chiscifi | teamred
20335,1958,1958,1907,1958,f,us,12.26344940185984,0.0432914098916,0,1,"MacInnes, Helen,",North from Rome,chirandom | teamblack
20350,1958,1958,1912,1958,m,us,15.22002140075332,0.0374692381181,0,1,"Taylor, Robert Lewis,",The travels of Jaimie McP,chirandom | teamred
20352,1958,1958,1932,1958,m,us,14.059487289403368,0.109936331589,0,1,"Updike, John,",The poorhouse fair,chirandom | teamblack
20370,1959,1959,1905,1959,m,us,10.741489653342779,0.983465331839,1,1,"Gantz, Kenneth Franklin,",Not in solitude,chiscifi | teamred
20374,1959,1959,1907,1959,m,us,11.653193298412084,0.706093694338,1,1,"Heinlein, Robert A.",Starship troopers,chiscifi | stew | teamblack
20380,1959,1959,0,1959,f,us,11.599268071144577,0.0323203483377,0,1,"Kirkland, Elithe Hamilton",Love is a wild assault,chirandom | teamblack
20390,1959,1959,1903,1959,f,us,14.518786682194005,0.242409394268,0,1,"Nin, Anais,",Children of the albatross,chirandom | teamred
20427,1960,1960,1928,1960,m,us,12.719358267885088,0.936563016022,1,1,"Sheckley, Robert,",Store of infinity,chiscifi | teamblack
20428,1960,1960,1926,1960,m,us,13.722804802056213,0.117232514029,0,1,"Sigal, Clancy,",Weekend in Dinlock,chirandom | teamblack
20450,1961,1961,1920,1961,m,us,11.80969037731036,0.981840300314,1,1,"Galouye, Daniel F,",Dark universe,chiscifi | stew | teamred
20471,1961,1961,1916,1961,m,us,10.65924938404149,0.106357007808,0,1,"Robbins, Harold,",The carpetbaggers,chirandom | teamred
20474,1961,1961,1886,1961,m,us,11.616133627909681,0.0253088842907,0,1,"Stout, Rex,",The final deduction,chirandom | teamblack | chimyst
20480,1962,1962,1920,1962,m,us,14.257702856041108,0.56711200292,1,1,"Bradbury, Ray,",Something wicked this way,chiscifi | chihorror | teamblack
20481,1962,1962,1914,1962,m,us,9.986243661212397,0.957987199723,0,1,"Burroughs, William S.",The ticket that exploded,chirandom | teamblack
20485,1962,1962,1906,1962,m,us,12.716681956735169,0.965514640634,1,1,"Clifton, Mark,",When they come from space,chiscifi | teamblack
20496,1962,1962,1927,1962,m,us,12.113726233335052,0.970394543007,1,1,"Garrett, Randall,",Unwise child,chiscifi | stew | teamred
20505,1962,1962,1918,1962,f,us,12.049519603173101,0.720736478389,1,1,"L'Engle, Madeleine,",A wrinkle in time,chiscifi | chifantasy | teamblack
20526,1962,1962,1886,1962,m,us,11.813264470083439,0.0332047138213,0,1,"Stout, Rex,",Gambit,chirandom | teamblack | chimyst
20533,1963,1963,1900,1963,f,us,14.524694463849094,0.034097886885,0,1,"Caldwell, Taylor,",Grandmother and the pries,chirandom | teamblack
20544,1963,1963,1922,1963,m,us,30.236592692962834,0.00987235871505,0,1,"Kerouac, Jack,",Visions of Gerard,chirandom | teamblack
20563,1963,1963,1922,1963,m,us,12.142319049606959,0.177030550176,1,1,"Vonnegut, Kurt,",Cat's Cradle,chiscifi | teamblack
20572,1964,1964,1914,1964,m,us,10.444701684574193,0.991150473742,1,1,"Burroughs, William S.",Nova Express,chiscifi | teamblack
20573,1964,1964,1922,1964,m,us,13.072844806049718,0.993065273492,1,1,"Clement, Hal,",Close to critical,chiscifi | teamblack
20582,1964,1964,1914,1964,m,us,15.060535194174463,0.259849581882,0,1,"Fast, Howard,",Agrippa's daughter,chirandom | teamblack
20592,1964,1964,1932,1964,m,us,12.239945753894226,0.0350815909851,0,1,"Kim, Richard E.",The martyred,chirandom | teamred
20620,1965,1965,0,1965,m,guyana,12.394191703600992,0.00656768382138,0,1,"Braithwaite, E. R.  (Edwa",Choice of straws,chirandom | teamblack
20632,1965,1965,1928,1965,m,us,13.658212595025592,0.0925841992584,0,1,"Friedman, Sanford,",Totempole,chirandom | teamblack
20642,1965,1965,1916,1965,m,us,11.485153872623817,0.134971031507,0,1,"MacDonald, John D.",A deadly shade of gold,chirandom | teamred | chimyst
20648,1965,1965,1925,1965,m,us,11.624412395966996,0.843798362223,0,1,"Moore, Robin,",The green berets,chirandom | teamblack
20655,1965,1965,1919,1965,m,us,11.27953994539926,0.991135329477,1,1,"Raphael, Rick,",Code three,chiscifi | stew | teamred
20665,1965,1965,1903,1965,m,us,13.107498585836051,0.183691380153,0,1,"Traver, Robert,",Laughing whitefish,chirandom | teamblack
20673,1966,1966,1920,1966,m,us,12.493181015567517,0.996259388008,1,1,"Asimov, Isaac,",Fantastic voyage,chiscifi | stew | teamred
20677,1966,1966,1922,1966,m,us,11.853268485695017,0.0168814016364,0,1,"Capps, Benjamin,",A woman of the people,chirandom | teamred
20683,1966,1966,1942,1966,m,us,11.93920038025621,0.971168585548,1,1,"Delany, Samuel R,",Babel-17,chiscifi | teamred
20684,1966,1966,1928,1966,m,us,12.54105411461638,0.889023747001,1,1,"Dick, Philip K,",Now wait for last year,chiscifi | chirandom | teamblack
20694,1966,1966,0,1966,m,us,11.94130930263335,0.985223299268,1,1,"Herbert, Frank,",The eyes of Heisenberg,chiscifi | teamred
20709,1966,1966,1937,1966,m,us,15.240382912846714,0.483879027697,0,1,"Pynchon, Thomas,",The crying of lot 49,chirandom | teamblack
20712,1966,1966,1911,1966,m,us,11.933174115957076,0.98693539347,1,1,"Schmitz, James H.",The witches of Karres,chiscifi | teamred
20723,1966,1966,1937,1966,m,us,11.912994558095116,0.508780933071,1,1,"Zelazny, Roger,",This immortal,chiscifi | chifantasy | teamblack
20727,1967,1967,1913,1967,f,us,11.658519667058398,0.014094466277,0,1,"Braun, Lilian Jackson,",The cat who ate Danish mo,chirandom | teamblack | chimyst
20750,1967,1967,1895,1967,m,us,12.11010239536413,0.0238343181948,0,1,"McNichols, Charles Longstreth,",Crazy weather,chirandom | teamred
20794,1968,1968,1927,1968,f,us,12.53329502967638,0.641090942518,0,1,"Peters, Elizabeth,",The jackal's head,chirandom | teamblack
20819,1969,1969,1923,1969,m,us,13.619937147376982,0.69078358531,1,1,"Davidson, Avram,",The phoenix and the mirro,chiscifi | teamblack
20820,1969,1969,1936,1969,f,us,12.888747365041702,0.0186983824745,0,1,"Davis, Gwen,",The pretenders,chirandom | teamred
20821,1969,1969,1928,1969,m,us,12.541677063156508,0.971845419677,1,1,"Dick, Philip K,",Galactic pot-healer,chiscifi | teamred
20837,1969,1969,1899,1969,m,us,18.61740322506837,0.217774007174,0,1,"Nabokov, Vladimir Vladimi",Ada,chirandom | teamblack
20842,1969,1969,1903,1969,m,us,11.493890264773295,0.0307329642611,0,1,"Pentecost, Hugh,",Girl watcher's funeral,stew | chirandom | teamblack | chimyst
20866,1970,1970,1926,1970,m,us,12.029526297633108,0.992114788772,1,1,"Anderson, Poul,",Tau zero,chiscifi | chirandom | teamblack
20898,1970,1970,1944,1970,f,us,13.327915728888563,0.773639283511,1,1,"Kurtz, Katherine,",Deryni rising,chiscifi | chifantasy | teamblack
20899,1970,1970,1908,1970,m,us,11.64462728949048,0.0308739926392,0,1,"L'Amour, Louis,",Galloway,chirandom | teamred
20919,1970,1970,1935,1970,m,us,13.168141967578437,0.970863690041,1,1,"Silverberg, Robert,",Downward to the earth,chiscifi | teamblack
20956,1971,1971,0,1971,m,us,15.185115476811442,0.98288748524,1,1,"Geissler, Ludwig A,",Looking beyond,chiscifi | stew | chiutopia | teamred
20961,1971,1971,1941,1971,m,us,12.096419630966947,0.96240046899,1,1,"Hjortsberg, William,",Gray matters,chiscifi | teamred
21028,1972,1972,1921,1972,f,us,11.874192675409109,0.00826964859488,0,1,"Highsmith, Patricia,",A dog's ransom,crime | chirandom | teamred
21035,1972,1972,1929,1972,m,us,12.622300541495088,0.0248888155991,1,1,"Levin, Ira,",The Stepford wives,chiscifi | chihorror | teamblack
21043,1972,1972,1943,1972,m,us,15.081186295237364,0.165603894362,0,1,"Millhauser, Steven,",Edwin Mullhouse,chirandom | teamred
21079,1973,1973,1914,1973,m,us,13.788210409101106,0.488342674232,0,1,"Berryman, John,",Recovery,chirandom | teamred
21088,1973,1973,1916,1973,f,us,11.193435419697948,0.00634566887061,0,1,"Davis, Dorothy Salisbury,",The little brothers,chirandom | teamblack | chimyst
21094,1973,1973,1933,1973,m,us,16.05682644343186,0.61161919899,0,1,"Gardner, John,",Jason and Medeia,chirandom | teamred | chifantasy
21104,1959,1973,1909,1959,m,us,11.810909465905297,0.0341113054313,0,1,"Himes, Chester B.",The crazy kill,hardboiled | chirandom | teamred | chimyst
21114,1973,1973,1916,1973,m,us,11.243890946045802,0.146214272699,0,1,"MacDonald, John D.",The scarlet ruse,chirandom | teamred | chimyst
21116,1973,1973,1939,1973,m,us,13.754685240165582,0.277303563863,1,1,"Malzberg, Barry N,",Herovit's world,chiscifi | chirandom | teamblack
21126,1973,1973,1936,1973,f,us,11.100331965853867,0.0138311172888,0,1,"Piercy, Marge,",Small changes,chirandom | teamred
21142,1973,1973,1945,1973,m,us,12.264167300285756,0.644748784429,0,1,"Spencer, Scott,",Last night at the brain t,chirandom | teamblack
21147,1973,1973,1922,1973,m,us,12.320094977617632,0.475618870601,1,1,"Vonnegut, Kurt,",Breakfast of Champions,chiscifi | teamred
