volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
hvd.32044010164861,1814,1828,1783,1814,m,uk,39.520884069557766,0.370521206523,0,1,"Nicholson, William,",[Tales in verse,random
hvd.32044018706432,1845,1845,1786,1845,f,uk,34.8711507369214,0.687748331312,1,1,"Southey, Caroline Bowles,",The birth-day,reviewed
hvd.hn8n81,1823,1824,1795,1823,m,us,57.391513102768975,0.65928292545,0,1,"Percival, James Gates,",Poems,random
hvd.hnpeas,1833,1833,1796,1833,m,uk,47.307327644403784,0.343732534972,0,1,"Markham, Alexander.",The avenged bride;,random
hvd.hwh1bt,1841,1841,1776,1841,m,uk,44.79142447939943,0.277517092261,0,1,"Fitchett, John,",King Alfred,random
hvd.hwjueh,1839,1841,1788,1839,m,us,36.497790475104146,0.24876470413,0,1,"Emmons, Richard,",The battle of Bunker Hill,random
hvd.hwkq93,1840,1840,1808,1840,f,uk,42.45927320030176,0.854422387197,1,1,"Norton, Caroline Sheridan,",The dream,reviewed
hvd.hwnzqz,1819,1821,1788,1819,m,uk,44.71747884296005,0.614686722037,1,1,"Byron, George Gordon Byron,",The prophecy of Dante,reviewed
hvd.hwpnme,1828,1828,1788,1828,m,uk,36.777366432787986,0.408146159846,1,1,"Atherstone, Edwin,",The fall of Nineveh;,reviewed
hvd.hx5ei3,1842,1842,1787,1842,m,us,33.29282288977009,0.00404068013034,0,1,"Foster, Nathan Lanesford,",The last of his family;,random
hvd.hxgf8x,1820,1820,1775,1820,m,uk,40.13910292161562,0.255615992891,0,1,"Watson, James,",The spirit of the doctor,random
inu.30000108907506,1847,1847,1794,1847,m,us,33.6567043348142,0.119377854561,0,1,"Tappan, William B.",Sacred and miscellaneous poems,random
inu.32000000641847,1880,1880,1834,1880,m,uk,38.2411120940927,0.858351758125,1,1,"Thomson, James,",The city of dreadful night,reviewed
inu.32000007041967,1881,1881,1834,1881,m,uk,67.0504794048341,0.69602429224,1,1,"Morris, William,",The story of Sigurd the Volsung and the fall of Niblungs,reviewed
loc.ark+=13960=t04x5sr13,1912,1912,1893,1912,m,us,26.648341606634265,0.831811444463,1,1,"Smith, Clark Ashton,",The star-treader,reviewed
loc.ark+=13960=t05x2xf3v,1886,1886,1838,1886,f,us,25.109617907449987,0.00929488901968,0,1,"Greene, Aella,",The poetical works of Aella Greene,random
loc.ark+=13960=t0dv25v7j,1917,1917,1860,1917,f,us,30.326883990846163,0.499406898727,0,1,"Reed, Helen Leah,","Memorial Day, and other verse (original and translated)",random
loc.ark+=13960=t0gt62k04,1902,1902,1839,1902,f,us,24.747525491630537,0.045217667959,0,1,"Wilder, Cordelia Beardsley.",Kitchen visits with the muses,random
loc.ark+=13960=t0tq6s38g,1913,1913,1877,1913,m,us,23.556151390417988,0.52389368259,0,1,"Malloch, Douglas.",The woods,random
loc.ark+=13960=t0wq0dz13,1872,1872,0,1872,m,us,25.843446225063467,0.4541924003,0,1,"Armstrong, J. A.",Harvest,random
loc.ark+=13960=t13n30w9p,1917,1917,1888,1917,f,us,23.774284277037427,0.284626648193,0,1,"Andrews, Edith Fargo.",Vagrant visions,random
loc.ark+=13960=t18k7vr3q,1887,1887,1847,1887,m,us,23.361504477928634,0.511842498772,1,1,"Roche, James Jeffrey,",Songs and satires,reviewed
loc.ark+=13960=t1cj8vs53,1902,1902,1840,1902,f,us,24.461022298857475,0.452021864316,0,1,"Welsh, Mary Elizabeth,",Kapiolani;,random
loc.ark+=13960=t1cj90444,1896,1896,1817,1896,f,us,23.940171443519436,0.0584730440686,0,1,"Ramsey, V. G.",A censer;,random
loc.ark+=13960=t1kh1508t,1864,1865,1790,1864,m,us,25.334579253937044,0.501190116751,0,1,"Halleck, Fitz-Greene,",Young America,random
loc.ark+=13960=t1zc8cv86,1902,1902,1857,1902,f,us,28.010161770600927,0.173469768129,0,1,"Van Cleve, Alice Davis. [from old catalog]",The Queen's rosary,random
loc.ark+=13960=t1zc8q99n,1882,1882,1835,1882,f,us,24.11388330848423,0.87848369371,1,1,"Spofford, Harriet Elizabeth Prescott,",Poems,reviewed
loc.ark+=13960=t2891sf2m,1886,1886,1835,1886,f,us,21.768422310446912,0.755560819196,1,1,"Thaxter, Celia,","The cruise of the Mystery, and other poems",reviewed
loc.ark+=13960=t3417h040,1853,1853,1789,1853,f,us,26.95975270501173,0.366652526255,0,1,"Gould, Hannah F[lagg],","The mother's dream, and other poems",random
loc.ark+=13960=t3805w074,1880,1880,0,1880,f,,22.752479783444294,0.660321511318,1,1,"Backus, Elizabeth Welch.",Three friends' fancies,reviewed
loc.ark+=13960=t3cz3pj65,1873,1873,1820,1873,m,us,26.220474964870043,0.561137069359,0,1,"Case, Leonard,",Treasure trove;,random
loc.ark+=13960=t3nv9z201,1917,1917,1855,1917,f,us,26.87653205280696,0.00737431190349,0,1,"Kirk, Annie (Brindley),",Inspirational poems,random
