volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
dul1.ark+=13960=t5fb5xg2z,1855,1855,1822,1855,m,uk,21.06529297211714,0.992604945285,1,1,"Arnold, Matthew,",Poems,reviewed
dul1.ark+=13960=t75t4h116,1867,1867,1822,1867,m,uk,26.627383846771313,0.999344791656,1,1,"Arnold, Matthew,",New poems,reviewed
dul1.ark+=13960=t84j19z0d,1861,1861,1834,1861,m,us,29.796224743546777,0.00185690615673,0,1,"Mangum, A. W.",The holy shield,random
hvd.32044018706432,1845,1845,1786,1845,f,uk,34.8711507369214,0.880782711852,1,1,"Southey, Caroline Bowles,",The birth-day,reviewed
inu.30000108907506,1847,1847,1794,1847,m,us,33.6567043348142,0.00835422485057,0,1,"Tappan, William B.",Sacred and miscellaneous poems,random
inu.32000000641847,1880,1880,1834,1880,m,uk,38.2411120940927,0.97918893872,1,1,"Thomson, James,",The city of dreadful night,reviewed
inu.32000007041967,1881,1881,1834,1881,m,uk,67.0504794048341,0.641465744589,1,1,"Morris, William,",The story of Sigurd the Volsung and the fall of Niblungs,reviewed
inu.39000001277370,1853,1858,1818,1853,m,uk,25.378871799102996,0.203979599341,0,1,"Hollingsworth, Alfred Johnstone,",The poetical works of the late Alfred Johnstone Hollingsworth,random
loc.ark+=13960=t00z7rp24,1868,1868,0,1868,,,40.93039083346714,0.00223071600613,0,1,anonymous6,The San Francisco fairy,random
loc.ark+=13960=t00z7s04j,1878,1878,1840,1878,m,us,25.539682228188546,0.121053417815,1,1,"McKnight, George,","Life and faith, sonnets",reviewed
loc.ark+=13960=t01z4r32p,1914,1914,1870,1914,m,us,20.818137631794478,0.00307207670851,0,1,"Hewes, Charles Edwin,",Songs of the Rockies,random
loc.ark+=13960=t01z4v628,1916,1916,0,1916,m,,33.364086482716516,0.00364972394467,0,1,"Havener, William Alexander.",Evening pastimes,random
loc.ark+=13960=t03x8vs4n,1871,1871,0,1871,,,23.82990902705214,0.129746494385,0,1,"Wallace, E. D.",England's last queen,random
loc.ark+=13960=t04x5sr13,1912,1912,1893,1912,m,us,26.648341606634265,0.999713821344,1,1,"Smith, Clark Ashton,",The star-treader,reviewed
loc.ark+=13960=t05x2xf3v,1886,1886,1838,1886,f,us,25.109617907449987,0.00218487074031,0,1,"Greene, Aella,",The poetical works of Aella Greene,random
loc.ark+=13960=t07w6wd9p,1902,1902,1880,1902,m,us,43.673781963832475,0.989126982015,1,1,"Stevens, Thomas Wood,",The morning road,reviewed
loc.ark+=13960=t0dv25v7j,1917,1917,1860,1917,f,us,30.326883990846163,0.237823600854,0,1,"Reed, Helen Leah,","Memorial Day, and other verse (original and translated)",random
loc.ark+=13960=t0ft95k82,1855,1855,0,1855,m,us,19.996041356626684,0.000125518150456,0,1,"Stillman, George A.",Life-real,random
loc.ark+=13960=t0gt62k04,1902,1902,1839,1902,f,us,24.747525491630537,4.44206817818e-05,0,1,"Wilder, Cordelia Beardsley.",Kitchen visits with the muses,random
loc.ark+=13960=t0ms46c3p,1914,1914,1876,1914,m,us,38.07012893115037,0.000233918119537,0,1,"Maxwell, George Madison,","Bare-foot days, and other poems",random
loc.ark+=13960=t0qr59x0m,1871,1871,1847,1871,m,us,25.22085027887704,0.00890377725042,1,1,"Fuller, Edwin W.",The angel in the cloud,reviewed
loc.ark+=13960=t0qr5g21z,1902,1902,0,1902,,,23.624505025934074,0.945191733948,0,1,"Haswin, Frances Rosina. [from old catalog]",Some songs and verses,random
loc.ark+=13960=t0tq6gq3d,1868,1868,1824,1868,f,us,24.988502649394423,0.84819966345,1,1,"Larcom, Lucy,",Poems,reviewed
loc.ark+=13960=t0tq6s38g,1913,1913,1877,1913,m,us,23.556151390417988,0.0265214272848,0,1,"Malloch, Douglas.",The woods,random
loc.ark+=13960=t0wq0dz13,1872,1872,0,1872,m,us,25.843446225063467,0.0327563633939,0,1,"Armstrong, J. A.",Harvest,random
loc.ark+=13960=t0zp4md92,1863,1863,1818,1863,m,us,27.28351316345437,0.0199847656911,0,1,"Peterson, Henry,",Poems,random
loc.ark+=13960=t10p1hx6j,1916,1916,1878,1916,m,us,22.23755213719227,0.983203097879,1,1,"Arensberg, Walter,",Idols,reviewed
loc.ark+=13960=t13n30w9p,1917,1917,1888,1917,f,us,23.774284277037427,0.0339551193691,0,1,"Andrews, Edith Fargo.",Vagrant visions,random
loc.ark+=13960=t18k7vr3q,1887,1887,1847,1887,m,us,23.361504477928634,0.120981714994,1,1,"Roche, James Jeffrey,",Songs and satires,reviewed
loc.ark+=13960=t19k4z26m,1860,1860,1806,1860,m,us,25.856254613131703,0.489272574737,0,1,"Willis, Nathaniel Parker,","The poems, sacred, passionate, and humorous, of Nathaniel Parker WIllis",random
loc.ark+=13960=t1cj8vs53,1902,1902,1840,1902,f,us,24.461022298857475,0.978505868767,0,1,"Welsh, Mary Elizabeth,",Kapiolani;,random
