,notrev,ratio,ratiomax,ratiomin,rev,year
0,0.3014525558255891,2.219449203540517,3.017009353806466,1.5431823680570074,0.669058634932357,1851
1,0.2880268371139118,2.22665992905851,2.9573973626083543,1.5656663245676976,0.6413378166950099,1852
2,0.31780563193508665,2.000533335967108,2.7090748330145065,1.385994969773274,0.6357807610442336,1853
3,0.34553895458066414,2.019620351622155,2.721568195985622,1.5000358284611177,0.6978575049493527,1854
4,0.3379013046551389,2.015531848947138,2.7846243312294883,1.4789149538350388,0.6810508413332222,1855
5,0.3438324726420134,1.8981788667247808,2.5462193469003305,1.390030497059246,0.6526555332627961,1856
6,0.32972553156782475,1.8967772055976642,2.5061952427777223,1.4247604059353045,0.625415872381423,1857
7,0.3243271886673832,1.973156453358342,2.5782241026637855,1.4958482656712742,0.6399482853186157,1858
8,0.3219248607438539,1.9639576176701854,2.6016483871530824,1.511113273577079,0.6322467825753055,1859
9,0.31445492487090737,1.9720953499087428,2.516764096433849,1.5341845946471868,0.6201350950938195,1860
10,0.31331800685680306,1.8966863238245857,2.4535134708839452,1.4507293098563743,0.5942659786132761,1861
11,0.30057731442653063,1.948860771842385,2.481432105172657,1.5186173863511379,0.5857833369915997,1862
12,0.298947083835215,1.8688209337542137,2.4178925228372594,1.473753445340009,0.5586785683560257,1863
13,0.2969820261621771,1.8595171304359546,2.4108258688513597,1.4424104726057723,0.5522431650801471,1864
14,0.2915122689459171,1.950201297392768,2.4740473319877094,1.491209794059638,0.568507605104237,1865
15,0.28932492594737097,1.947188660916375,2.499537429202048,1.5269256375498834,0.5633702151251907,1866
16,0.28661323544722167,2.0193621345830763,2.5891592029041446,1.5518975499969718,0.5787759149324634,1867
17,0.3027939802503055,1.9401383678322912,2.474908600914352,1.53692339085131,0.5874622186322708,1868
18,0.30006041303004527,1.901117974561994,2.430601926655911,1.497989979673629,0.570450244665915,1869
19,0.30024721894670153,1.620713522347842,2.0394367276543135,1.282220672810459,0.48661472779425236,1870
20,0.29349408212468014,1.6669253972633142,2.1134432875094373,1.32613111743925,0.48923273944011425,1871
21,0.2975581536899108,1.6503086975436223,2.030172036834636,1.3328281106552173,0.49106280905948163,1872
22,0.2914201154121737,1.7552935796295077,2.1587071746617306,1.389755682779147,0.5115278575578787,1873
23,0.275178159835801,1.6979107506752182,2.0840111381500814,1.3844340917530593,0.4672279559362301,1874
24,0.27753489626958405,1.671054554029955,2.0488868834743865,1.3838541710174794,0.4637759523135196,1875
25,0.2703456803294947,1.7791143570863186,2.150529557634583,1.4221116929356183,0.48097588125047236,1876
26,0.28311239216715245,1.74528700993158,2.1263678471543974,1.427415862320615,0.4941123803999864,1877
27,0.28725361180282466,1.6559293494182477,1.9927574141765165,1.357294748041621,0.4756716865106933,1878
28,0.2868047832209144,1.658423079125669,2.0356821678038184,1.33448416339164,0.4756436716971989,1879
