docid,firstpub,date,birthdate,recept,genretags,enumcron,nationality,gender,author,title
uc2.ark+=13960=t1bk1mw6d,1780,1780,1780,,bio,<blank>,,,<blank>,"The Biographical Dictionary; or, Complete historic library"
nnc1.cu09367209,1785,1785,1785,,bio,v.1,,,"Campbell, John,",Biographia nautica
uc2.ark+=13960=t1zc86m9g,1785,1785,1785,,bio,v.004,,,"Campbell, John,",Lives of the British admirals
nyp.33433082389507,1786,1786,1786,,bio,<blank>,,,<blank>,Memoirs of the northern imposter; or prince of swindlers
EquiOCVbio,1789,1789,1764,,bio,,,,"Equiano, Olaudah, b. 1745,",CHAP. VII.
njp.32101073816660,1787,1787,1787,,bio,vol.2,,,"Noble, Mark,",Memoirs of the protectoral-house of Cromwell;
hvd.hxj3ay,1789,1789,1789,,bio,v.10,,,Frederick,"Posthumous works of Frederic II, king of Prussia"
BoswJLS2bio,1791,1791,1740,,bio,,,,"Boswell, James,",THE LIFE OF SAMUEL JOHNSON LL. D. COMPREHENDING AN ACCOUNT OF HIS STUDIES AND NUMEROUS WORKS IN CHRONOLOGICAL ORDER; A SERIES OF HIS EPISTOLARY CORRESPONDENCE AND CONVERSATIONS WITH MANY EMINENT PERSONS; AND VARIOUS ORIGINAL PIECES OF HIS COMPOSITION NEVER BEFORE PUBLISHED. THE WHOLE EXHIBITING A VIEW OF LITERATURE AND LITERARY MEN IN GREAT-BRITAIN FOR NEAR HALF A CENTURY DURING WHICH HE FLOURISHED. IN TWO VOLUMES. BY JAMES BOSWELL ESQ.
mdp.39015058478101,1794,1794,1794,,bio,v.1,,,"Williams, Helen Maria,",Williams's letters
nnc1.1002661225,1792,1792,1792,,bio,v.1-2,,,"Zimmermann, Johann Georg,","Select views of the life, reign, and character of Frederick the Great, King of Prussia"
mdp.39015031977302,1790,1790,1790,,bio,v.4,,,"Wilkinson, Tate,",Memoirs of his own life
nyp.33433008488326,1794,1794,1794,,bio,v. 6,,,"Charnock, John,","Biographia navalis; or, Impartial memoirs of the lives and characters of officers of the navy of Great Britain, from the year 1660 to the present time;"
mdp.39015063867033,1792,1792,1792,,bio,v.1,,,"Robinson, Thomas,",Scripture characters;
HeatWMMbio,1798,1798,1737,,bio,,,,"Heath, William,",MEMOIRS OF MAJOR-GENERAL HEATH. CONTAINING ANECDOTES DETAILS of SKIRMISHES BATTLES and other MILITARY EVENTS DURING THE AMERICAN WAR. WRITTEN BY HIMSELF.
uva.x001475970,1799,1799,1799,,bio,V.5,,,"Ariosto, Lodovico,",Orlando furioso
hvd.hn27x7,1795,1795,1795,,bio,<blank>,,,"Bownas, Samuel,","An account of the life, travels, and Christian experiences in the work of the ministry of Samuel Bownas"
njp.32101066875640,1798,1798,1798,,bio,v.3,,,Plutarch.,Plutarch's Lives
njp.32101073597179,1797,1797,1797,,bio,vol.1,,,"Hove, Nicholaas Ten.",Memoirs of the house of Medici
mdp.39015033579635,1796,1796,1796,,bio,v.3,,,"Dumouriez, Charles François Du Périer,",The life of General Dumouriez
nyp.33433082360664,1803,1803,1803,,bio,v. 2,,,"Godwin, William,","Life of Geoffrey Chaucer, the early English poet"
hvd.hxphxt,1803,1803,1803,,bio,v.3,,,"Hays, Mary,",Female biography;
yale.39002032545460,1804,1804,1804,,bio,v.5,,,"Beatson, Robert,","Naval and military memoirs of Great Britain, from 1727 to 1783"
nyp.33433082334974,1804,1804,1804,,bio,<blank>,,,"Van Ness, William Peter,","The speeches at full length of Mr. Van Ness, Mr. Caines"
mdp.39015065103650,1801,1801,1801,,bio,v.1,,,"MacLaurin, Colin,",A treatise on fluxions
nyp.33433082414719,1804,1804,1804,,bio,v. 1,,,"Marshall, John,",The life of George Washington
mdp.39015067116650,1809,1809,1809,,bio,<blank>,,,"[Porter, Robert Ker]",Letters from Portugal and Spain
njp.32101038142988,1805,1805,1805,,bio,<blank>,,,"Johnson, Samuel,",The lives of the most eminent English poets
mdp.39015063610631,1805,1805,1805,,bio,v.2,,,Stewarton.,The female revolutionary Plutarch
nyp.33433081620100,1809,1809,1809,,bio,v.1,,,"Pliny,",The letters of Pliny the Consul
hvd.hwbfn3,1805,1805,1805,,bio,v.4,,,"Marmontel, Jean-François,",Memoirs of Marmontel
nyp.33433068290513,1806,1806,1806,,bio,v. 6,,,"Roscoe, William,",The life and pontificate of Leo the Tenth
loc.ark+=13960=t1mg7pg15,1812,1812,1812,,bio,<blank>,,,"[Raguet, Condy],","A masonic oration on the death of Brother William S. Bush, lieutenant of marines, who was killed on board the frigate Constitution, during her engagement with the British frigate Guerrier, on the 19th August, 1812"
loc.ark+=13960=t74t75385,1813,1813,1813,,bio,<blank>,,,"Williams, Charles Verulam. [from old catalog]",The life administration of the Right Hon. Spencer Perceval;
hvd.hwriwy,1814,1814,1814,,bio,<blank>,,,"Berwick, Edward,","Lives of Caius Asinius Pollio, Marcus Terentius Varro, and Cneius Cornelius Gallus;"
mdp.39015073763511,1810,1810,1810,,bio,v.1,,,"Almon, John,","Anecdotes of the life of the Right Honourable William Pitt, earl of Chatham"
hvd.hxjf9g,1810,1810,1810,,bio,v.1,,,"Almon, John,","Anecdotes of the life of the Right Hon. William Pitt, earl of Chatham, and of the principal events of his time"
mdp.39015023169579,1812,1812,1812,,bio,v.21,,,<blank>,The General biographical dictionary
uc2.ark+=13960=t41r6rc41,1816,1816,1816,,bio,v.2,,,"Poplicola, Demodocus,","John Bull's Bible; or, Memoirs of the stewardship and stewards of John Bull's manor of Great Albion"
hvd.32044077912624,1818,1818,1818,,bio,<blank>,,,"Rogers, Hester Ann,",An account of the experience of Mrs. H.A. Rogers
uc2.ark+=13960=t0xp78q1x,1818,1818,1818,,bio,v.07 pt.02,,,"Aikin, John,",General biography;
mdp.39015008355854,1815,1815,1815,,bio,v.1,,,"Coxe, William,","Memoirs of the kings of Spain of the House of Bourbon, from the accession of Philip V. to the death of Charles III. 1700 to 1788"
nyp.33433082347562,1819,1819,1819,,bio,<blank>,,,<blank>,Authentic memoirs of the lives of Mr. and Mrs. Coutts
nyp.33433082337233,1815,1815,1815,,bio,<blank>,,,"Barrington, Shute,","The political life of William Wildman, viscount Barrington"
wu.89096294442,1820,1820,1820,,bio,v.2,,,"Andrewes, J.",The memoirs of the life and reign of George the Third
nnc2.ark+=13960=t3tt4p498,1820,1820,1820,,bio,1820,,,"Taylor, Adam,",Memoirs of the Rev. Dan Taylor
mdp.39015078562199,1823,1823,1823,,bio,<blank>,,,"Longueville, Peter,","The adventures of Philip Quarll, the English hermit, who was discovered by Mr. Dorrington on an uninhabited island, where he lived for fifty years"
hvd.hn4yhh,1823,1823,1823,,bio,<blank>,,,"Thacher, James,","A military journal during the American revolutionary war, from 1775 to 1783"
nyp.33433068203680,1824,1824,1824,,bio,v. 3,,,"Knox, Vicesimus,","The works of Vicesimus Knox, D. D"
nyp.33433082354279,1823,1823,1823,,bio,<blank>,,,"Tytler, Patrick Fraser,",An account of the life and writings of Sir Thomas Craig of Riccarton
hvd.hwp2rl,1827,1827,1827,,bio,3,,,"Scott, Walter,","The life of Napoleon Bonaparte, emperor of the French"
hvd.32044004635306,1826,1826,1826,,bio,<blank>,,,"Babbage, Charles,",A comparative view of the various institutions for the assurance of lives
njp.32101067483790,1826,1826,1826,,bio,v.9,,,<blank>,Autobiography;
uc1.b296699,1829,1829,1829,,bio,v.2,,,"Jefferson, Thomas,","Memoir, correspondence, and miscellanies"
hvd.hwka6x,1828,1828,1828,,bio,v.3,,,"Hazlitt, William,",The life of Napoleon Buonaparte
yale.39002030972153,1829,1829,1829,,bio,v. 1,,,"Blakiston, John,","Twelve years' military adventure in three quarters of the globe or, Memoirs of an officer who served in the armies of His Majesty and of the East India Company, between the years 1802 and 1814"
loc.ark+=13960=t3611fb1j,1834,1834,1834,,bio,<blank>,,,"[Saint-George, A.,","A sketch of the life of the illustrious Washington, first president of the United States of America"
hvd.32044011632619,1830,1830,1830,,bio,v.1,,,"Chambers, Robert,",The life of King James the First
nyp.33433082363692,1831,1831,1831,,bio,v. 1,,,"Rutt, John Towill,","Life and correspondence of Joseph Priestley, LL.D., F.R.S., &c"
uc2.ark+=13960=t6251n476,1831,1831,1831,,bio,v.1,,,"Boaden, James,",The life of Mrs. Jordan;
nnc1.50181429,1831,1831,1831,,bio,v.1,,,"Stapleton, Augustus Granville,","The political life of the Right Honourable George Canning, from"
nyp.33433082376306,1831,1831,1831,,bio,v. 5,,,"Boswell, James,","The life of Samuel Johnson, LL.D"
loc.ark+=13960=t0cv4mm0v,1838,1838,1838,,bio,<blank>,,,"Graham, James,","Speech of Mr. James Graham, of North Carolina, on the bill making an appropriation to prevent and suppress Indian hostilities"
dul1.ark+=13960=t4cn81m1v,1835,1835,1835,,bio,<blank>,,,"Beckford, William,",Recollections of an excursion to the monasteries of Alcobaça and Batalha
nyp.33433076073026,1839,1839,1839,,bio,v. 2,,,"Burke, Edmund,",The works of Edmund Burke
nyp.33433076080021,1836,1836,1836,,bio,v. 2,,,"Bentley, Richard,",The works of Richard Bentley
uva.x001273041,1839,1839,1839,,bio,V.3,,,"Donne, John,",The works of John Donne
mdp.39015073747266,1836,1836,1836,,bio,v.1,,,"Mackintosh, James,",Memoirs of the life of the Right Honourable Sir James Mackintosh
wu.89054437066,1843,1843,1843,,bio,<blank>,,,"Raimbach, Abraham,","Memoirs and recollections of the late Abraham Raimbach, esq., engraver"
nyp.33433082364781,1844,1844,1844,,bio,<blank>,,,"Follen, Eliza Lee Cabot,",The life of Charles Follen
nyp.33433008495362,1840,1840,1840,,bio,<blank>,,,"Murrell, William Meacham.",Cruise of the frigate Columbia around the world
nyp.33433067285340,1842,1842,1842,,bio,v. 2,,,"Taylor, W. C.",Romantic biography of the age of Elizabeth;
nyp.33433068233216,1844,1844,1844,,bio,v. 5-6,,,<blank>,Lives of the English saints
yale.39002005799243,1840,1840,1840,,bio,v.1,,,"Romilly, Samuel,",Memoirs of the life of Sir Samuel Romilly
loc.ark+=13960=t8x92n44t,1848,1848,1848,,bio,<blank>,,,"Tochman, G.","An exposé of the conduct of Joseph H. Bradley of Washington, D.C., counsellor ""employed by the imperial Russian legation,"" towards Major G. Tochman, of New York, counsellor retained by the next of kin and heirs at law of Gen. Thadeus Kosciusko"
njp.32101058596519,1845,1845,1845,,bio,v.2,,,"Paulding, James Kirke,",A life of Washington
loc.ark+=13960=t2q52q870,1848,1848,1848,,bio,<blank>,,,"Smith, Truman,","Remarks of Mr Tryman Smith, of Conn., on the imputations of N. B. Blunt, esq., of the city of New York"
uc2.ark+=13960=t2g73kg7x,1848,1848,1848,,bio,v.2,,,"Maceroni, Francis,",Memoirs of the life and adventures of Colonel Maceroni
yale.39002071560305,1848,1848,1848,,bio,<blank>,,,"Cutter, William,","The life of Israel Putnam, major-general in the Army of the American Revolution"
loc.ark+=13960=t0ht2qz73,1848,1848,1848,,bio,<blank>,,,<blank>,Taylor and his generals
loc.ark+=13960=t57d37g75,1853,1853,1853,,bio,<blank>,,,"Hopkins, Mark,",A discourse commemorative of Amos Lawrence
uc2.ark+=13960=t21c1vq9x,1853,1853,1853,,bio,<blank>,,,"Whiting, Sydney.",Memoirs of a stomach
yale.39002007705933,1853,1853,1853,,bio,<blank>,,,"Croswell, Harry,","A memoir of the late Rev. William Croswell, D.D"
nyp.33433069321556,1852,1852,1852,,bio,v. 1,,,"Le Normand, Marie Anne Adélaïde,",Historical and secret memoirs of the Empress Josephine
nyp.33433070296318,1853,1853,1853,,bio,<blank>,,,"Gavazzi, Alessandro,",Father Gavazzi's lectures in New York
mdp.35112101783647,1852,1852,1852,,bio,pt. 2/3,,,"Livingston, John","Biographical sketches of eminent American lawyers, now living"
nyp.33433082348008,1858,1858,1858,,bio,v. 2,,,"Metcalfe, Charles Theophilus Metcalfe,","The life and correspondence of Charles, Lord Metcalfe"
nyp.33433082397039,1859,1859,1859,,bio,<blank>,,,"Custis, George Washington Parke,",Recollections and private memoirs of Washington
mdp.39015066358394,1857,1857,1857,,bio,v.4,,,"Saint-Simon, Louis de Rouvroy,",The memoirs of the Duke of Saint Simon on the reign of Louis XIV. and the regency;
yale.39002060927275,1859,1859,1859,,bio,<blank>,,,"Griswold, Rufus W.","The republican court, or, American society in the days of Washington"
inu.32000010022269,1855,1855,1855,,bio,v.8,,,"Cunningham, George Godfrey.",A history of England in the lives of Englishmen
wu.89097319586,1855,1855,1855,,bio,v.1,,,"Braithwaite, J. Bevan",Memoirs of Joseph John Gurney;
loc.ark+=13960=t8gf0x21c,1860,1860,1860,,bio,<blank>,,,"Ferry, Orris Sanford,","Speech of Orris S. Ferry, of Connecticut"
njp.32101066458041,1860,1860,1860,,bio,<blank>,,,"Johnston, Algernon Sidney,",Memoirs of a nullifier
uc2.ark+=13960=t9d50jg13,1863,1863,1863,,bio,<blank>,,,"Poel, Emma.",Life of Amelia Wilhelmina Sieveking
njp.32101067174092,1861,1861,1861,,bio,v.1,,,"Lockhart, J. G.","Memoirs of the life of Sir Walter Scott, Bart"
uc1.b2969506,1861,1861,1861,,bio,v. 10,,,"Hook, Walter Farquhar,",Lives of the archbishops of Canterbury
nnc2.ark+=13960=t05x2cs3q,1863,1863,1863,,bio,v. 3 [1863-68],,,"Cunningham, George Godfrey.",The English nation;
loc.ark+=13960=t8tb17j86,1865,1865,1865,,bio,<blank>,,,"Bain, John Wallace,",National lessons from the life and death of President Lincoln
nyp.33433082359757,1869,1869,1869,,bio,<blank>,,,<blank>,In memoriam; Mary Elizabeth Perry
mdp.39015066053763,1866,1866,1866,,bio,v.2,,,"Johnson, Samuel,",Lives of the most eminent English poets
nyp.33433082337209,1868,1868,1868,,bio,<blank>,,,"Bisbee, Herman.",Memoir of Rev. Seth Barnes
nyp.33433082409503,1869,1869,1869,,bio,<blank>,,,"Gibbon, Edward,","The autobiography and correspondence of Edward Gibbon, the historian"
loc.ark+=13960=t3mw2js8q,1865,1865,1865,,bio,<blank>,,,"Niles, Henry Edward,",Address of Rev. H. E. Niles
uc1.b80758,1873,1873,1873,,bio,v.2,,,"Fitzgerald, Percy Hetherington,",Life and adventures of Alexander Dumas
njp.32101068175585,1873,1873,1873,,bio,<blank>,,,"Calvert, George Henry,",Mirabeau
nnc1.cr59965312,1874,1874,1874,,bio,<blank>,,,"Spaulding, John,",From the plow to the pulpit
nyp.33433082533708,1873,1873,1873,,bio,<blank>,,,"Stevenson, William Fleming,",Praying and working;
uva.x002404077,1870,1870,1870,,bio,v.2,,,"Mitford, Mary Russell,",The life of Mary Russell Mitford
umn.31951002162048g,1872,1872,1872,,bio,<blank>,,,"Vaux, Thomas Vaux,","The poems of Thomas, lord Vaux: (died 1562) Edward, earl of Oxford: (died 1694) Robert, earl of Essex: (died 1601.) and Walter, earl of Essex: (died 1576.)"
inu.32000002845891,1876,1876,1876,,bio,<blank>,,,"Bogart, W. H.",Daniel Boone and the hunters of Kentucky
loc.ark+=13960=t9s184c87,1879,1879,1879,,bio,<blank>,,,"Blake, Mortimer,","A history of the town of Franklin, Mass.;"
loc.ark+=13960=t8jd5hj87,1876,1876,1876,,bio,<blank>,,,"Cooke, John Esten,",Stonewall Jackson: a military biography
yale.39002002907450,1878,1878,1878,,bio,<blank>,,,"Wells, James M.",The Chisolm massacre
uiuo.ark+=13960=t9w08zp3c,1876,1876,1876,,bio,<blank>,,,"Power, John Carroll,","History of the early settlers of Sangamon County, Illinois"
uc1.b61032,1876,1876,1876,,bio,<blank>,,,"Sherman, William T.",Memoirs of General William T. Sherman
njp.32101066452002,1881,1881,1881,,bio,<blank>,,,"Cheney, Ednah Dow Littlehale,","Memoir of Seth W. Cheney, artist"
mdp.39015074813422,1883,1883,1883,,bio,v.2,,,"Omond, George William Thomson,",The lord advocates of Scotland from the close of the fifteenth century to the passing of the reform bill
uc2.ark+=13960=t0zp3wk6s,1882,1882,1882,,bio,<blank>,,,"Douglass, Frederick,","Life and times of Frederick Douglass, written by himself"
uc1.b3286063,1880,1880,1880,,bio,v. 3,,,<blank>,The Cabinet of Irish literature
nyp.33433081921508,1882,1882,1882,,bio,<blank>,,,<blank>,"The History of Daviess County, Missouri"
njp.32101007988437,1883,1883,1883,,bio,v.1,,,"Burke, Bernard,",Vicissitudes of families
uiuo.ark+=13960=t8ff3wb4t,1888,1888,1888,,bio,<blank>,,,"Slade, H.",The life and labors of the late Rev. William Stevens Balch
loc.ark+=13960=t1tf0305n,1887,1887,1887,,bio,<blank>,,,"Ham, H. W. J.",Representative Georgians
uc2.ark+=13960=t4mk66j08,1886,1886,1886,,bio,<blank>,,,"Brewin, Robert.",The martyrs of Golbanti
uc2.ark+=13960=t37080t31,1885,1885,1885,,bio,<blank>,,,"Wright, Augustine W.","In memoriam, John S. Wright"
wu.89100134345,1887,1887,1887,,bio,v.3,,,"Pardoe,","Louis the Fourteenth, and the court of France in the seventeenth century"
loc.ark+=13960=t24b3vz21,1886,1886,1886,,bio,<blank>,,,"Walter, James.","History and descriptive details of Middleton's portraits of Mary, the mother of Washington, and Mary Phillipse (Washington's early love)"
mdp.39015063817236,1891,1891,1891,,bio,<blank>,,,"Prior, James,",A life of Edmund Burke
uc2.ark+=13960=t6j10312d,1890,1890,1890,,bio,v.31,,,"Dickens, Charles,",Dicken's works
uc2.ark+=13960=fk20c4sr5s,1892,1892,1892,,bio,<blank>,,,"Franklin, Benjamin,",The autobiography of Benjamin Franklin. (Complete.)
umn.31951001786789g,1894,1894,1894,,bio,<blank>,,,"Hinton, Richard J.",John Brown and his men; with some account of the roads they traveled to reach Harper's Ferry
uc1.b4071521,1891,1891,1891,,bio,<blank>,,,"Steele, Sarah L.",The Right Honourable Arthur Macmurrough Kavanagh
loc.ark+=13960=t6xw4j238,1891,1891,1891,,bio,<blank>,,,"Maynard, Nettie Colburn,",Was Abraham Lincoln a spiritualist?
nyp.33433082507611,1899,1899,1899,,bio,<blank>,,,"Jones, Charles Jesse,",Buffalo Jones' forty years of adventure
uiuo.ark+=13960=t6542qz1v,1896,1896,1896,,bio,<blank>,,,"Brooks, Elbridge S.","The true story of Abraham Lincoln, the American"
umn.31951001515829j,1896,1896,1896,,bio,<blank>,,,"Ingram, Henry Atlee.",The life and character of Stephen Girard
uc1.b3335121,1895,1895,1895,,bio,v. 1,,,"Brown, Peter Hume,",John Knox
nyp.33433081786380,1896,1896,1896,,bio,<blank>,,,<blank>,A Pastor's 25th and a church's 150th anniversary
yale.39002089542022,1896,1896,1896,,bio,v.2,,,"Seton, George,",A history of the family of Seton during eight centuries
uc2.ark+=13960=t6f18w41w,1900,1900,1900,,bio,v.015,,,"Bacon, Francis,",The works of Francis Bacon
uc2.ark+=13960=t6tx38r5x,1900,1900,1900,,bio,v.02,,,"Gronow, R. H.",The reminiscences and recollections of Captain Gronow;
mdp.35112103490399,1900,1900,1900,,bio,<blank>,,,"Graves, Benjamin Franklin,",Isaac P. Christiancy
uc1.b4284149,1904,1904,1904,,bio,v. 3,,,<blank>,Grove's dictionary of music and musicians
nyp.33433082380985,1900,1900,1900,,bio,<blank>,,,"Johnson, Wolcott Howe,","Samuel Johnson, a memorial: March 20, 1826-August 13, 1899"
nyp.33433082193750,1900,1900,1900,,bio,"pt. 2, v. 1",,,Plutarch.,Plutarch's Lives of illustrious men;
uc1.b3579129,1905,1905,1905,,bio,<blank>,,,"Shorter, Clement King,",Charlotte Brontë and her sisters
uc1.31822023205735,1906,1906,1906,,bio,<blank>,,,"Pratt, A. E.",Two years among New Guinea cannibals
uc2.ark+=13960=t2v40x972,1908,1908,1908,,bio,<blank>,,,"Moore, Frank Frankfort,",A Georgian pageant
uc2.ark+=13960=t6g16248w,1909,1909,1909,,bio,v.01,,,"Paston, George,","Mr. Pope, his life and times"
mdp.39015049803367,1908,1908,1908,,bio,v.1,,,"Brougham and Vaux, Henry Brougham,",Brougham and his early friends
njp.32101068979705,1906,1906,1906,,bio,<blank>,,,"Green, Richard,",The works of John and Charles Wesley
mdp.39015012307685,1912,1912,1912,,bio,V.1,,,"Ward, Wilfrid,","The life of John Henry, cardinal Newman, based on his private journals and correspondence"
mdp.39015056598546,1913,1913,1913,,bio,<blank>,,,"Trevelyan, George Macaulay,",The life of John Bright
mdp.39015071217064,1912,1912,1912,,bio,v.1,,,"Rowland, O. W.","A history of Van Buren County, Michigan"
uc1.b3025125,1913,1913,1913,,bio,v. 6,,,"Grisar, Hartmann,",Luther
mdp.39015028185497,1911,1911,1911,,bio,<blank>,,,"Morison, Theodore,","The life of Sir Edward Fitzgerald Law, K.C.S.I., K.C.M.G"
mdp.39015071339090,1914,1914,1914,,bio,<blank>,,,"Pollen, T. J.",History of Frankenmuth
uc2.ark+=13960=t3319v38v,1916,1916,1916,,bio,<blank>,,,"Poole, Murray Edward,",A story historical of Cornell University
mdp.39015027759516,1916,1916,1916,,bio,<blank>,,,"Van Winkle, Edward,","Manhattan, 1624-1639"
wu.89098855596,1915,1915,1915,,bio,<blank>,,,"Whiting, Lilian,",Women who have ennobled life
mdp.39015000547490,1917,1917,1917,,bio,<blank>,,,"Poe, Edgar Allan,",The poems of Edgar Allan Poe
miun.ars5161.0001.001,1915,1915,1915,,bio,<blank>,,,<blank>,Michigan
uc2.ark+=13960=t76t0pv1t,1919,1919,1919,,bio,<blank>,,,"Putnam, Natalie Alden.","Edward MacDowell, reminiscences and romance"
mdp.39015031924478,1921,1921,1921,,bio,<blank>,,,"Atkinson, Christopher Thomas.",Marlborough and the rise of the British army
mdp.39015025917967,1920,1920,1920,,bio,<blank>,,,"Gore, James Howard,",American Legionnaires of France;
mdp.39015027179103,1922,1922,1922,,bio,<blank>,,,"Tarr, Frederick Courtney,",Prepositional complementary clauses in Spanish with special reference to the works op [!] Pérez Galdós
mdp.39015030971330,1921,1921,1921,,bio,v.8,,,<blank>,"The Dictionary of national biography, founded in 1882 by George Smith"
mdp.39015059409915,1923,1923,1866,,bio,,,,"McArthur, Peter,",Peter McArthur
loc.ark+=13960=t13n28971,1922,1922,1922,,bio,<blank>,,,"McSpadden, J. Walker",The story of Abraham Lincoln
mdp.39015010869140,1926,1926,1852,,bio,,,,"O'Brien, William,",The Parnell of real life
mdp.39015030641024,1928,1928,1880,,bio,,,,"baroness, Pentland, Marjorie Adeline (Gordon) Sinclair,","The Right Honourable John Sinclair, Lord Pentland, G.C.S.I.;"
mdp.39015002387374,1925,1925,1841,,bio,,,,"Hudson, W. H. (William Henry),","Men, books and birds"
mdp.39015059389497,1927,1927,1892,,bio,,,,"King, Joseph Leonard,",Dr. George William Bagby;
mdp.39015005904183,1928,1928,1862,,bio,,,,"MacDonagh, Michael,","The life of William O'Brien, the Irish nationalist;"
mdp.39015074813711,1928,1928,1882,,bio,,,,"Drinkwater, John,",Charles James Fox
mdp.39015031936175,1932,1932,1891,,bio,,,,"Dobrée, Bonamy,","William Penn, Quaker and pioneer"
mdp.39015039231074,1932,1932,1897,,bio,,,,"Armfield, Anne Constance (Smedley)",Grace Darling and her times
mdp.39015059499973,1931,1931,1903,,bio,,,,"Waldron, Malcolm Thomas,",Snow man;
mdp.39015059422637,1931,1931,1859,,bio,,,,"Van Dyke, Paul,","George Washington, the son of his country, 1732-1775"
mdp.39015013270387,1933,1933,1889,,bio,,,,"Birrell, Francis,",Gladstone
mdp.39015080323846,1930,1930,1895,,bio,,,,"McDermott, F.","William Penn, Thomas Gray, and an account of the historical associations of Stoke Poges"
mdp.39015026783889,1939,1939,1885,,bio,,,,"Jovichić, Lenka A.,",The biography of a Serbian diplomat
mdp.39015063817608,1937,1937,1872,,bio,,,,"Sir, bart.], [Young, George,",Poor Fred;
mdp.39015020815042,1938,1938,1874,,bio,,,,"Britt, Albert,",Great Indian chiefs;
mdp.39015030654332,1935,1935,1862,,bio,,,,"Mackenzie, W. C. (William Cook),",Andrew Fletcher of Saltoun
mdp.39015022656618,1935,1935,1900,,bio,,,,"Hinchley, Edith M.","John William Hinchley, chemical engineer"
uc1.$b756960,1939,1939,1870,,bio,,,,"Tayler, Alistair Norwich,",John Graham of Claverhouse
mdp.39015063818994,1944,1944,1886,,bio,,,,"Dickson, Charles,",The life of Michael Dwyer
wu.89060396645,1941,1941,1909,,bio,,,,"Ford, Clellan S. (Clellan Stearns),",Smoke from their fires;
mdp.39015065863600,1942,1942,1889,,bio,v.2,,,"2d Marquis of, Reading, Gerald Rufus Isaacs,","Rufus Isaacs, first marquess of Reading, P. C., G. C. B., G. C. S. I., G. C. I. E., G. C. V. O"
mdp.39015004186998,1944,1944,1871,,bio,,,,"Baron, Ponsonby, Arthur Ponsonby,","Henry Ponsonby, Queen Victoria's private secretary; his life from his letters"
mdp.39015059479868,1944,1944,1889,,bio,,,,"Underhill, Frank H. (Frank Hawkins),","James Shaver Woodsworth, untypical Canadian;"
mdp.39015035872152,1940,1940,1892,,bio,,,,"Long, John Cuthbert,",Mr. Pitt and America's birthright;
mdp.39015013000883,1946,1946,1871,,bio,,,,"Hühner, Leon,",The life of Judah Touro (1775-1854)
mdp.39015025814230,1949,1949,1898,,bio,,,,"Blackburn, Barbara,","Noble lord, the life of the Seventh Earl of Shaftesbury"
mdp.39015023178356,1946,1946,1891,,bio,,,,"McCullough, Bruce Welker,",Representative English novelists: Defoe to Conrad
mdp.39015010329574,1948,1948,1894,,bio,,,,"Reynolds, Ernest Edwin,",Edmund Burke;
mdp.39015063783081,1949,1949,1914,,bio,,,,"Estorick, Eric.",Stafford Cripps
mdp.39015030643590,1948,1948,1889,,bio,,,,"Adam, Colin Gurdon Forbes,",Life of Lord Lloyd
uc1.$b751011,1953,1953,1918,,bio,,,,"Cowles, Virginia.",Winston Churchill;
mdp.39015046811637,1954,1954,1882,,bio,,,,"Stewart, Herbert Leslie,",Sir Winston Churchill as writer and speaker
uc1.b3516535,1951,1951,1907,,bio,,,,"Ewen, David,",The story of Arturo Toscanini
uc1.b3727717,1952,1952,1903,,bio,,,,"baron, Francis-Williams, Edward Francis Williams,","Ernest Bevin, portrait of a great Englishman"
mdp.39015015199824,1950,1950,1899,,bio,,,,"Garst, Shannon,",Crazy Horse
mdp.39015031904405,1951,1951,1890,,bio,,,,"Thompson, Walter Henry,",I was Churchill's shadow
mdp.39015006565942,1957,1957,1900,,bio,,,,"Butterfield, Herbert,",George III and the historians
mdp.39015005721124,1955,1955,1920,,bio,,,,"Lewis, Lionel Smithett.",St. Joseph of Arimathea at Glastonbury;
mdp.39015046819168,1957,1957,1880,,bio,,,,"Noyes, Alfred,",The accusing ghost of Roger Casement
mdp.39015010378225,1959,1959,1881,,bio,,,,"Colum, Padraic,",Arthur Griffith
mdp.39015065167432,1955,1955,1910,,bio,,,,"Moorehead, Alan,",Winston Churchill in trial and triumph
inu.32000009828247,1955,1955,1905,,bio,,,,"Owen, Frank,",Tempestuous journey;
mdp.39015003636308,1963,1963,1928,,bio,,,,"Norris, John M.",Shelburne and reform
mdp.39015002247545,1964,1964,1909,,bio,,,,"Berlin, Isaiah,",Mr. Churchill in 1940
mdp.39015065840236,1962,1962,1902,,bio,,,,"Sir, Wheeler-Bennett, John Wheeler,","John Anderson, viscount Waverley"
mdp.39015012969377,1962,1962,1927,,bio,,,,"Mirrlees, Hope.",A fly in amber
mdp.39015030745742,1963,1963,1928,,bio,,,,"Small, Miriam Rossiter.",Oliver Wendell Holmes
inu.32000009830789,1960,1960,1925,,bio,,,,"Sommer, Dudley.",Haldane of Cloan
mdp.39015065567565,1969,1969,1935,,bio,,,,"Verma, Amar Nath,",Recollections of and about Mahatma Gandhi
uc1.$b755723,1965,1965,1930,,bio,,,,"Lynch, Kathleen Martha",Roger Boyle
uc1.b3660566,1968,1968,1933,,bio,,,,"Thoumine, R. H.",Scientific soldier
uc1.$b751002,1969,1969,1906,,bio,,,,"Farrer, David,",G - for God almighty
mdp.39015074198451,1969,1969,1934,,bio,,,,"Cronon, Edmund David.",Black Moses
