authgender,year,lower,median,upper
m,1917,0.0594468382057,0.0613974259248,0.0631399976174
m,1918,0.0593477303532,0.0611113715813,0.0629772747152
m,1919,0.0580310321454,0.059890833744,0.0615650404057
m,1920,0.0581091489072,0.059873478035,0.0615715940521
m,1921,0.0575679612683,0.0592315966257,0.0608125957737
m,1922,0.0570264306383,0.0585574095987,0.0599661220426
m,1923,0.054579042272,0.0560565383861,0.0576038364521
m,1924,0.0538327303252,0.0554457232822,0.056967666571
m,1925,0.0542796895896,0.055825176109,0.057379975861
m,1926,0.0546894588533,0.0561832139708,0.0577211264414
m,1927,0.0548445513519,0.0562474172272,0.0576100678106
m,1928,0.053277599374,0.0547525100162,0.0562086880952
m,1929,0.0543805724595,0.0556839396698,0.05714496073
m,1930,0.0538953355253,0.0554592742459,0.056939504787
m,1931,0.0541934730906,0.0556749854992,0.0572300561434
m,1932,0.0538443501782,0.0553802834425,0.0571220417553
m,1933,0.0537455293338,0.0551733544267,0.0567054593592
m,1934,0.054356493721,0.0557262577141,0.0570475447575
m,1935,0.0545093906681,0.0559506150363,0.0573394313319
m,1936,0.0546654751217,0.0560929081448,0.0573737343381
m,1937,0.0546458405044,0.0559429673938,0.0574714386474
m,1938,0.0549146047713,0.0565107649226,0.0580672287402
m,1939,0.0551730983442,0.0568866856674,0.0585929601338
m,1940,0.0548678299892,0.0566761190701,0.0584205031108
m,1941,0.0546597335667,0.0563977672284,0.0580886189749
m,1942,0.0546478045407,0.0563394059595,0.0579350753666
m,1943,0.0536889285931,0.0555035367907,0.0573402646957
m,1944,0.0530671117551,0.0546875766222,0.056260257111
m,1945,0.0534488434129,0.0550878686555,0.0566401321168
m,1946,0.0549813051688,0.0563191825449,0.057765287859
m,1947,0.0546068382944,0.0559791842126,0.0572858530346
m,1948,0.0538124495048,0.0550466603895,0.0563502552533
m,1949,0.0525155303717,0.0537981341345,0.0553266424907
m,1950,0.0515774547686,0.0527573629034,0.0539262939034
m,1951,0.0506565305587,0.0518292900891,0.0529611067847
m,1952,0.0503651723809,0.0516171910611,0.0528278428931
m,1953,0.0504169839232,0.0517030874883,0.0529800392235
m,1954,0.0501557903856,0.0514446916344,0.0527221504082
m,1955,0.0500750873599,0.051341826676,0.0525643841707
m,1956,0.0503059286527,0.0516536826734,0.05291805974
m,1957,0.0512058707933,0.0525259405283,0.054010127202
m,1958,0.0514554647128,0.0527663637182,0.054062701711
m,1959,0.0524795102169,0.0538184635956,0.0552900420628
m,1960,0.0544111268725,0.055737782624,0.0570422817662
m,1961,0.0552538805241,0.0566427751807,0.0580322942175
m,1962,0.0561020286563,0.057677517498,0.0591183988438
m,1963,0.0556204281122,0.0572880966656,0.0588991382743
m,1964,0.0564563106227,0.0580739067002,0.0596384458101
m,1965,0.0560867211422,0.0574641999588,0.0589044031769
m,1966,0.0558346655929,0.0571872815437,0.0585235258771
m,1967,0.0548674814275,0.0563960525858,0.0578384256207
m,1968,0.0545871608512,0.0561158142706,0.0576264293975
m,1969,0.0538038418395,0.0552567929307,0.0567308053549
m,1970,0.053768595582,0.0550995613763,0.0564627901837
m,1971,0.0521901336061,0.0535881764328,0.0550192451528
m,1972,0.0516832610336,0.0530930546901,0.0546805265257
m,1973,0.0507670963336,0.052089476192,0.0536052286279
m,1974,0.0515236925455,0.0529965890203,0.0545251626464
m,1975,0.051228913418,0.0528188039836,0.0545360661543
m,1976,0.0514249033175,0.0530506159293,0.0547190751565
m,1977,0.0503582190552,0.0518562418784,0.0533850405632
m,1978,0.0508485975586,0.0521489613919,0.0534010608852
m,1979,0.0483351144771,0.0497379393974,0.0511245053549
m,1980,0.0463530700756,0.0477722236766,0.0491854317236
m,1981,0.0443528643286,0.0457575126514,0.0469673535088
m,1982,0.0448088690175,0.046290247643,0.0477653111103
m,1983,0.0448559025873,0.0462673393159,0.0476440795962
m,1984,0.0443157901865,0.0457723932497,0.0472927990743
m,1985,0.0431335018996,0.0448679963245,0.0464857093037
m,1986,0.0429770934137,0.0447518645013,0.0463893931514
m,1987,0.0436520334739,0.0452696911553,0.0468874495952
m,1988,0.0443905424007,0.0457451819251,0.0470838052707
m,1989,0.0425197847718,0.0438409601006,0.0451805894204
m,1990,0.0395563730473,0.0410866725251,0.0423792181287
m,1991,0.0375680294169,0.0389508760063,0.0402604004617
m,1992,0.03742406109,0.0387730817095,0.0401532587269
m,1993,0.0392100034645,0.0404351854691,0.0417426724794
m,1994,0.0393456176569,0.0407509535091,0.04203962999
m,1995,0.0399216819176,0.0413709800155,0.0427953230073
m,1996,0.0384734984305,0.0399576078089,0.0413593899485
m,1997,0.0389236236354,0.0402906717893,0.0416069430955
m,1998,0.0383796593643,0.0396534989219,0.0408728067979
m,1999,0.0375552633918,0.0387895954395,0.0400514654957
m,2000,0.03544518146,0.0365777684254,0.0377346604441
m,2001,0.0353234892793,0.0365181615447,0.0377088475644
m,2002,0.0353812498006,0.0366590771005,0.0378011357517
m,2003,0.0368114499805,0.0380810348256,0.0392812649239
m,2004,0.0360884323722,0.0372803855992,0.0384927555398
m,2005,0.0359024262902,0.0371006147657,0.0382491492377
m,2006,0.034696704978,0.0359702979507,0.037201140457
m,2007,0.0342955109148,0.0356728639069,0.0371074161373
f,1790,0.0745207385119,0.0874321033936,0.101728833059
f,1791,0.0799744282309,0.0897287957772,0.0998462199297
f,1792,0.0753395782276,0.0865016326862,0.096159278649
f,1793,0.0752798801338,0.0892107345142,0.102255593622
f,1794,0.0701520680364,0.0844996165366,0.0977375967312
f,1795,0.0721999380027,0.0845760505744,0.0965171038585
f,1796,0.0562113863013,0.0698188096274,0.084324067507
f,1797,0.0482105227046,0.0593693798757,0.0711159450902
f,1798,0.0535882290846,0.0630012879286,0.0743306386341
f,1799,0.0504080872215,0.0597426593602,0.0691374923989
f,1800,0.0553672812584,0.0672433508349,0.084069444353
f,1801,0.0529344412088,0.0634861709755,0.0765680135143
f,1802,0.0611824268876,0.0728384139893,0.0853575192719
f,1803,0.0565680112273,0.0672639763578,0.0787334210562
f,1804,0.0571683527268,0.0684095348698,0.0795684104291
f,1805,0.0611476350825,0.0699636221535,0.0791654006807
f,1806,0.0628669286634,0.0693744083328,0.0770878289887
f,1807,0.0644533254009,0.0717859290101,0.0807655660749
f,1808,0.0586582418074,0.0670848080487,0.0760518663453
f,1809,0.0650391785819,0.0723869177011,0.0803656272557
f,1810,0.0628284310433,0.0706506153804,0.0781870991725
f,1811,0.0590541316875,0.0652688981958,0.0720187781518
f,1812,0.0539898168326,0.0592395219757,0.0649645087665
f,1813,0.0535142406664,0.0590907644895,0.0647032560207
f,1814,0.0585431951327,0.0643679119142,0.0705266261031
f,1815,0.0567100569311,0.0628999775133,0.0688135060501
f,1816,0.0578085785404,0.0634108258188,0.0690144894323
f,1817,0.0523090132002,0.058109123887,0.0634195337909
f,1818,0.0522600390514,0.0585504679039,0.0645776367831
f,1819,0.0537762503501,0.0611908360335,0.0680983011027
f,1820,0.0550705314788,0.0622560970814,0.0690325811215
f,1821,0.0545612299297,0.0598725671773,0.0652356342888
f,1822,0.0552504232889,0.0608374304155,0.0665004181371
f,1823,0.060468502842,0.0660270094535,0.0719240246086
f,1824,0.0599419362311,0.0667390917736,0.0733297672518
f,1825,0.0564491535267,0.0636762566177,0.0709504771705
f,1826,0.0516371079226,0.0584256127952,0.0653573888056
f,1827,0.0556870519528,0.0614340653015,0.0676861335562
f,1828,0.0562269782306,0.0616809391752,0.0667624112309
f,1829,0.060932157771,0.065975934379,0.0709357884691
f,1830,0.0600854903553,0.0649207176006,0.0703481812692
f,1831,0.0591290594097,0.0643078172762,0.0699222331718
f,1832,0.0573662303312,0.0620646123965,0.0667118836327
f,1833,0.0556740897627,0.0597663630656,0.0636598707395
f,1834,0.0576609159334,0.0611385595973,0.0644809883412
f,1835,0.0573240973791,0.060818919298,0.0642814173292
f,1836,0.0593816143129,0.063491809239,0.0671196112101
f,1837,0.0577417806073,0.0623468497721,0.0667180589964
f,1838,0.0575394718286,0.0624629527843,0.0673483131808
f,1839,0.0526777676895,0.0573270203503,0.0615457162668
f,1840,0.0545752401165,0.0586718811324,0.0631818018973
f,1841,0.0556194809571,0.0597827412505,0.0643174568099
f,1842,0.058463724801,0.0627757346916,0.0674117429005
f,1843,0.0589612049618,0.0636412558925,0.0682446179445
f,1844,0.0631007915284,0.0669939354505,0.0709876427814
f,1845,0.062332647306,0.0660990658584,0.0697758052139
f,1846,0.0639536061338,0.0680921673058,0.0719984427898
f,1847,0.0582680472638,0.0628680615223,0.0677652609179
f,1848,0.0595098345597,0.0638889085968,0.0685935513003
f,1849,0.0568612800651,0.0614641060687,0.0661086813718
f,1850,0.055110284522,0.0600357763927,0.0647699465072
f,1851,0.0565707954132,0.061047630078,0.0658041450743
f,1852,0.0540172059308,0.0582368552275,0.0625482251102
f,1853,0.0570914274157,0.0601058068393,0.0639888293204
f,1854,0.0559091650082,0.0597697255535,0.0633766590731
f,1855,0.0564542416498,0.059822363388,0.0630949948779
f,1856,0.0556328193309,0.0590522579211,0.0625136218485
f,1857,0.0552954618605,0.0583603434675,0.061545723927
f,1858,0.0546942184527,0.0584514062137,0.0619355742036
f,1859,0.0523651980328,0.0560091335528,0.0595268215481
f,1860,0.0482927296117,0.0522292667509,0.0560066736584
f,1861,0.0502652167186,0.0534219984779,0.0568273646815
f,1862,0.0533070187227,0.0564701079424,0.0600494127071
f,1863,0.0551319772023,0.0582463735532,0.061110394585
f,1864,0.0539005994203,0.0567274412208,0.0595609170807
f,1865,0.0532461033251,0.0560862704168,0.0589271946531
f,1866,0.0529478598099,0.0556373042456,0.0582218051594
f,1867,0.054584667332,0.0569863981938,0.059313115514
f,1868,0.0535446137732,0.0560696359883,0.0586538961166
f,1869,0.0530847862237,0.0555571224152,0.0582796178845
f,1870,0.0534116358968,0.0561623092071,0.0588338870844
f,1871,0.0542375136793,0.0568639348033,0.059473669581
f,1872,0.0556679374108,0.058262699184,0.0612439041894
f,1873,0.0542295169819,0.0571400678446,0.060035136331
f,1874,0.055633417529,0.0583645880886,0.0609505964722
f,1875,0.0526020500153,0.055398499228,0.0581833466115
f,1876,0.054165199007,0.0570923573164,0.0596559297831
f,1877,0.0547790634574,0.0576477746018,0.0609440303884
f,1878,0.0558535323848,0.0585944576382,0.0615460389062
f,1879,0.052774706161,0.0555742111433,0.0581824456282
f,1880,0.0511917869646,0.0538973037645,0.0562318413929
f,1881,0.0513540711547,0.0533979176702,0.0556899354804
f,1882,0.0506764481152,0.0527566794424,0.0549567738403
f,1883,0.0500015012036,0.0521555194902,0.0544279000293
f,1884,0.0513437780145,0.0536156654755,0.056046884877
f,1885,0.0527541932789,0.0549819190789,0.0572639917121
f,1886,0.0545148074204,0.056751438253,0.0587217591042
f,1887,0.0535581290945,0.0558076850344,0.0579317963027
f,1888,0.0531839330795,0.0551662868786,0.0573284237055
f,1889,0.0521062148931,0.0543750361091,0.0566066057222
f,1890,0.0536753645243,0.0557246329526,0.0577308992879
f,1891,0.0526710660276,0.0546332081138,0.0567770934271
f,1892,0.051920058838,0.0539072405114,0.0556390873833
f,1893,0.0521529677794,0.0544830902594,0.056681267492
f,1894,0.0554853141872,0.0577494670967,0.0597692816992
f,1895,0.0571869154503,0.0594319519084,0.0617753757149
f,1896,0.0565756540485,0.0588912904411,0.0611908004365
f,1897,0.0555213140413,0.0581983856562,0.0603918309887
f,1898,0.0541751328447,0.0566371648132,0.0588134269991
f,1899,0.0536982332424,0.0561505105742,0.0584864048521
f,1900,0.0541184558629,0.0561441469182,0.0581948733614
f,1901,0.0551558870037,0.0577357385451,0.0604313700351
f,1902,0.0555024498582,0.0580774306139,0.0606256837059
f,1903,0.0537567848983,0.0562655199804,0.0590354937924
f,1904,0.0539100123632,0.0563988068757,0.0589685591232
f,1905,0.0542156456887,0.0566670804965,0.0588727651106
f,1906,0.0538515249932,0.056105361284,0.0581545976506
f,1907,0.0535699414948,0.0556464211671,0.0578430328457
f,1908,0.0527348842714,0.0545992169247,0.0567282411016
f,1909,0.0518545530601,0.0537387104444,0.0556986212018
f,1910,0.0497489116807,0.0516108073864,0.0535329968219
f,1911,0.0481100707814,0.049746504363,0.0514829994584
f,1912,0.0478004457694,0.0495087332988,0.0512854214175
f,1913,0.0483128668906,0.0500603586762,0.0517730996267
f,1914,0.0480206679548,0.0496822888686,0.0512629713585
f,1915,0.0467297704267,0.0485806698678,0.0502978384541
f,1916,0.0462457221973,0.0480594333588,0.0499351457895
f,1917,0.0460398419025,0.0479003626293,0.0497910554559
f,1918,0.0465762709689,0.0482945494949,0.0500176731445
f,1919,0.0442597539672,0.0460565044988,0.0478365660966
f,1920,0.0427602075617,0.0444920627501,0.0463597926067
f,1921,0.0424161254241,0.0442885027206,0.0459916076738
f,1922,0.0427165457273,0.0445883536769,0.0467266557865
f,1923,0.0443536729603,0.0464290682772,0.0484827732835
f,1924,0.0437274743003,0.0461084206992,0.048637960466
f,1925,0.0439892189097,0.0461431664253,0.048385928094
f,1926,0.0425807502572,0.0449806640041,0.0471431127839
f,1927,0.0396772515268,0.0426234026225,0.0451990003381
f,1928,0.0404837795961,0.0435051214848,0.0459189489975
f,1929,0.0418639099116,0.0448974952086,0.0476388756164
f,1930,0.045187425128,0.0475538072712,0.0497596482368
f,1931,0.0453842721206,0.0474542681473,0.0494451920187
f,1932,0.0444057959026,0.0467303649538,0.0490566677967
f,1933,0.0441507758818,0.0460940592435,0.0479051935384
f,1934,0.0443662704585,0.0463150552104,0.0483393913414
f,1935,0.0438571122786,0.0456840040013,0.0475874745222
f,1936,0.044111159152,0.0459990934901,0.0478046701914
f,1937,0.043447972459,0.0450744384776,0.0467270156244
f,1938,0.0451876327161,0.0469058966829,0.0485757551043
f,1939,0.0444899886971,0.0463939664165,0.0482008084925
f,1940,0.0440742323689,0.0459789826324,0.0480879321299
f,1941,0.0438707187791,0.0459850738474,0.0482563529839
f,1942,0.043300847442,0.0454832513914,0.0474721514292
f,1943,0.0436460807,0.0456852773211,0.0477251767405
f,1944,0.041619974852,0.043697506677,0.0456810513212
f,1945,0.0433022145792,0.0452408841494,0.047160180469
f,1946,0.0427238646992,0.0446580924281,0.0464250598978
f,1947,0.0427330950983,0.0444027630449,0.0460742181242
f,1948,0.0408538322965,0.0425748154111,0.0442857670967
f,1949,0.0396659706497,0.0413001534504,0.0432050231399
f,1950,0.0380265255911,0.0396595332984,0.0414473936731
f,1951,0.0379730524729,0.0396924880814,0.0414536526189
f,1952,0.0370852228307,0.0388716245341,0.0406733652137
f,1953,0.0389793723931,0.0407288379187,0.0428528491849
f,1954,0.0365934757814,0.038454811498,0.04037819426
f,1955,0.03718353555,0.039125424278,0.0410645734174
f,1956,0.0362779610941,0.0381748809815,0.0399948737732
f,1957,0.0384244798109,0.0404936794427,0.0423480008987
f,1958,0.0392270546905,0.0413388722268,0.0433407997101
f,1959,0.0406299555071,0.0426520393421,0.0447380605304
f,1960,0.0410193878714,0.0431504748615,0.0452242886095
f,1961,0.0403071103212,0.0424300343836,0.0447292107307
f,1962,0.0402848169324,0.042385771612,0.0445873660224
f,1963,0.0387647238729,0.0409749458685,0.0431314759733
f,1964,0.0389228995307,0.0410781301746,0.0431623754039
f,1965,0.0385104897409,0.0408221520641,0.042954203028
f,1966,0.0403383169005,0.0425157436652,0.0448871953114
f,1967,0.0413348304295,0.0435008895517,0.0455537004193
f,1968,0.040621474693,0.0425939302647,0.0445746849661
f,1969,0.0392526558533,0.0410039190099,0.0426947632625
f,1970,0.0383261317465,0.0404353073504,0.0424135371752
f,1971,0.0372126804508,0.039303414858,0.041485873116
f,1972,0.0375795262642,0.0399380097038,0.0424875058834
f,1973,0.0350058635099,0.0372558833092,0.0392915337306
f,1974,0.0363356463822,0.03861397527,0.0408157988174
f,1975,0.036787594935,0.0388879527423,0.0408989066383
f,1976,0.0370672868221,0.0393282731026,0.0414808511475
f,1977,0.0368483091459,0.0392772013794,0.0414278546408
f,1978,0.0355406988547,0.0377527178265,0.0398858316285
f,1979,0.0352602696903,0.0371257525052,0.0388600505557
f,1980,0.0336427527933,0.0352626128034,0.0369996094182
f,1981,0.0322916247879,0.0340186232002,0.0357056386971
f,1982,0.0326417364933,0.034334069839,0.0360361367803
f,1983,0.0325064901418,0.0342481888629,0.0360982231148
f,1984,0.0336112126416,0.0353079778047,0.0370188839411
f,1985,0.0338057517189,0.0354795330336,0.0372087819565
f,1986,0.034574009418,0.0360939505818,0.0376539927106
f,1987,0.0340367301142,0.035627042962,0.0371584085857
f,1988,0.0335972207065,0.0349244566832,0.036348234767
f,1989,0.032922591918,0.0344895741801,0.0359757506788
f,1990,0.0320227153371,0.0334452692432,0.0348627848954
f,1991,0.0300519627832,0.0319641247087,0.0336352738876
f,1992,0.029507765836,0.0312821897901,0.0327687563607
f,1993,0.0287670360096,0.0303992663807,0.0319205306189
f,1994,0.0295493951143,0.0307638051774,0.0320540825766
f,1995,0.0293071297885,0.0305668089619,0.0318650708971
f,1996,0.0304980978885,0.0317942142705,0.033236407987
f,1997,0.0299895360779,0.0312722176496,0.032665133084
f,1998,0.0301889415039,0.031533302745,0.0327679176696
f,1999,0.0284393966498,0.0296778379258,0.0309696311507
f,2000,0.0277690766364,0.0290378934527,0.0302381652591
f,2001,0.0272115357022,0.0285509077722,0.0297666102014
f,2002,0.027853515536,0.0291478010933,0.0303911852067
f,2003,0.028680155372,0.0299126676255,0.0311292203229
f,2004,0.028881640038,0.0300568623803,0.0311704688604
f,2005,0.0280366591242,0.0291323941975,0.0303088673893
f,2006,0.0284440064818,0.0295666209888,0.0306546026343
f,2007,0.0280243699088,0.0293968139925,0.0307482120199
