iteration	date	baseacc	totalacc	difference
0	1890	0.9	0.9076923076923077	-0.00769230769231
0	1900	0.916666666667	0.9345238095238095	-0.0178571428571
0	1910	0.929347826087	0.9293478260869565	0.0
0	1920	0.945812807882	0.9064039408866995	0.0394088669951
0	1930	0.938053097345	0.8938053097345132	0.0442477876106
0	1940	0.936974789916	0.8991596638655462	0.0378151260504
0	1950	0.935483870968	0.8847926267281107	0.0506912442396
0	1960	0.939252336449	0.8598130841121495	0.0794392523364
0	1970	0.927884615385	0.8894230769230769	0.0384615384615
1	1890	0.941666666667	0.8583333333333333	0.0833333333333
1	1900	0.929824561404	0.935672514619883	-0.00584795321637
1	1910	0.922680412371	0.9536082474226805	-0.0309278350515
1	1920	0.953917050691	0.9262672811059908	0.0276497695853
1	1930	0.945378151261	0.907563025210084	0.0378151260504
1	1940	0.935483870968	0.8669354838709677	0.0685483870968
1	1950	0.921397379913	0.8558951965065502	0.0655021834061
1	1960	0.941964285714	0.84375	0.0982142857143
1	1970	0.917431192661	0.8807339449541285	0.0366972477064
2	1890	0.879032258065	0.8870967741935484	-0.00806451612903
2	1900	0.922619047619	0.9285714285714286	-0.00595238095238
2	1910	0.90625	0.921875	-0.015625
2	1920	0.954337899543	0.9269406392694064	0.027397260274
2	1930	0.938016528926	0.9132231404958677	0.0247933884298
2	1940	0.924603174603	0.9087301587301587	0.015873015873
2	1950	0.940928270042	0.8776371308016878	0.0632911392405
2	1960	0.940170940171	0.8846153846153846	0.0555555555556
2	1970	0.902777777778	0.875	0.0277777777778
3	1890	0.895161290323	0.8790322580645161	0.0161290322581
3	1900	0.932926829268	0.9207317073170732	0.0121951219512
3	1910	0.921052631579	0.9315789473684211	-0.0105263157895
3	1920	0.953271028037	0.9439252336448598	0.00934579439252
3	1930	0.948275862069	0.9224137931034483	0.0258620689655
3	1940	0.927966101695	0.9110169491525424	0.0169491525424
3	1950	0.936936936937	0.9324324324324325	0.0045045045045
3	1960	0.939814814815	0.8981481481481481	0.0416666666667
3	1970	0.918269230769	0.8798076923076923	0.0384615384615
4	1890	0.912698412698	0.9206349206349206	-0.00793650793651
4	1900	0.934523809524	0.9345238095238095	0.0
4	1910	0.930481283422	0.9358288770053476	-0.00534759358289
4	1920	0.953703703704	0.9166666666666666	0.037037037037
4	1930	0.930434782609	0.908695652173913	0.0217391304348
4	1940	0.909836065574	0.889344262295082	0.0204918032787
4	1950	0.929824561404	0.8859649122807017	0.0438596491228
4	1960	0.923423423423	0.8333333333333334	0.0900900900901
4	1970	0.900900900901	0.8738738738738738	0.027027027027
