iteration	date	baseacc	totalacc	difference
0	1890	0.875	0.85	0.025
0	1900	0.921568627451	0.9215686274509803	0.0
0	1910	0.904761904762	0.873015873015873	0.031746031746
0	1920	0.908450704225	0.8943661971830986	0.0140845070423
0	1930	0.907407407407	0.8333333333333334	0.0740740740741
0	1940	0.931818181818	0.8181818181818182	0.113636363636
0	1950	0.924528301887	0.839622641509434	0.0849056603774
0	1960	0.904761904762	0.8787878787878788	0.025974025974
0	1970	0.891891891892	0.8558558558558559	0.036036036036
1	1890	0.846153846154	0.8717948717948718	-0.025641025641
1	1900	0.887755102041	0.8775510204081632	0.0102040816327
1	1910	0.873949579832	0.865546218487395	0.00840336134454
1	1920	0.921428571429	0.8857142857142857	0.0357142857143
1	1930	0.91975308642	0.8333333333333334	0.0864197530864
1	1940	0.925287356322	0.8390804597701149	0.0862068965517
1	1950	0.932038834951	0.8300970873786407	0.101941747573
1	1960	0.907894736842	0.8728070175438597	0.0350877192982
1	1970	0.900900900901	0.8738738738738738	0.027027027027
2	1890	0.8625	0.9	-0.0375
2	1900	0.91	0.9	0.01
2	1910	0.870689655172	0.853448275862069	0.0172413793103
2	1920	0.896825396825	0.8809523809523809	0.015873015873
2	1930	0.940789473684	0.7763157894736842	0.164473684211
2	1940	0.915662650602	0.8493975903614458	0.066265060241
2	1950	0.90099009901	0.8118811881188119	0.0891089108911
2	1960	0.911111111111	0.8622222222222222	0.0488888888889
2	1970	0.898617511521	0.8617511520737328	0.036866359447
3	1890	0.906976744186	0.872093023255814	0.0348837209302
3	1900	0.90099009901	0.8613861386138614	0.039603960396
3	1910	0.883333333333	0.8666666666666667	0.0166666666667
3	1920	0.911764705882	0.8602941176470589	0.0514705882353
3	1930	0.898734177215	0.7974683544303798	0.101265822785
3	1940	0.921686746988	0.8433734939759037	0.078313253012
3	1950	0.89898989899	0.8383838383838383	0.0606060606061
3	1960	0.891891891892	0.8693693693693694	0.0225225225225
3	1970	0.901869158879	0.8925233644859814	0.00934579439252
4	1890	0.884615384615	0.8333333333333334	0.0512820512821
4	1900	0.897959183673	0.8877551020408163	0.0102040816327
4	1910	0.867768595041	0.8429752066115702	0.0247933884298
4	1920	0.8984375	0.8515625	0.046875
4	1930	0.878205128205	0.7628205128205128	0.115384615385
4	1940	0.934523809524	0.8095238095238095	0.125
4	1950	0.906862745098	0.8578431372549019	0.0490196078431
4	1960	0.907079646018	0.8584070796460177	0.0486725663717
4	1970	0.936073059361	0.8767123287671232	0.0593607305936
